START_DATE,BLOCK,PLOT,SEEDLINGPLOT,SECTION,LITTER,LIVE_TRUNK,DEAD_TRUNK,OTHERS,BARE_ROCK,BARE_SOIL,GRASS,GRASS_TOTAL_HT,WOOD_lt5CM,LITTERDEPTHCORNER1,LITTERDEPTHCORNER2,LITTERDEPTHCORNER3,LITTERDEPTHCORNER4,COMMENTS
2003-10-01,C,3,1,1,83,2,0,,0,7,8,60,1,5,8,6,5,
2003-10-01,C,3,1,2,77,3,0,,0,8,12,30,3,7,6,4,2,
2003-10-01,C,3,1,3,78,9,2,,0,8,5,30,6,2,8,1,4,
2003-10-01,C,3,2,1,93,5,0,,0,2,0,0,2,6,10,2,4,
2003-10-01,C,3,2,2,92,6,0,,0,1,1,30,4,7,5,5,10,
2003-10-01,C,3,2,3,86,9,0,,0,2,3,42,2,6,5,2,7,
2003-10-01,C,3,3,1,64,7,18,,0,6,5,16,5,3,2,5,1,
2003-10-01,C,3,3,2,74,4,6,,3,10,3,16,5,7,0,9,1,
2003-10-01,C,3,3,3,85,1,4,,0,7,3,17,6,3,0,4,1,
2003-10-01,C,3,4,1,85,10,3,,0,1,1,16,8,7,1,7,4,
2003-10-01,C,3,4,2,63,5,30,,0,2,0,0,2,2,2,11,3,
2003-10-01,C,3,4,3,84,5,8,,0,2,1,10,8,3,2,2,8,
2003-10-01,C,3,5,1,78,6,0,,6,8,2,15,5,3,4,4,0,
2003-10-01,C,3,5,2,86,4,8,,0,1,1,12,3,7,4,4,5,
2003-10-01,C,3,5,3,63,7,30,,0,0,0,0,3,6,10,10,4,
2003-10-01,C,4,1,1,63,6,0,,0,30,1,21,2,1,4,1,0,
2003-10-01,C,4,1,2,70,3,0,,0,27,0,0,6,3,7,2,6,
2003-10-01,C,4,1,3,82,5,0,,3,10,0,0,3,4,6,7,1,
2003-10-01,C,4,2,1,87,8,0,,0,5,0,0,1,3,2,5,9,
2003-10-01,C,4,2,2,92,4,0,,0,6,0,0,2,7,3,3,4,
2003-10-01,C,4,2,3,78,4,0,,0,18,0,0,5,4,2,5,1,
2003-10-01,C,4,3,1,37,5,,,0,20,0,0,2,5,1,6,1,
2003-10-01,C,4,3,2,75,2,,,0,15,0,0,2,4,3,1,2,
2003-10-01,C,4,3,3,91,3,,,0,6,0,0,2,4,1,2,2,
2003-10-01,C,4,4,1,56,8,,,0,9,0,0,10,1,2,5,6,
2003-10-01,C,4,4,2,58,4,,,0,18,0,0,15,7,2,2,9,
2003-10-01,C,4,4,3,76,8,,,0,10,0,0,10,2,2,1,3,
2003-10-01,C,4,5,1,83,2,0,,0,15,0,0,2,3,3,1,3,
2003-10-01,C,4,5,2,65,10,0,,0,15,0,0,8,2,1,7,1,
2003-10-01,C,4,5,3,57,14,14,,0,15,0,0,5,2,0,4,3,
2004-07-09,A,1,1,1,80,3,0,0,0,15,2,12,3,3,2,2,1,
2004-07-09,A,1,1,2,63,1,0,0,0,35,1,9,3,1,2,1,2,
2004-07-09,A,1,1,3,63,3,0,0,9,25,0,0,2,2,2,1,1,
2004-07-09,A,1,2,1,85,5,0,0,10,0,0,0,3,5,4,9,7,
2004-07-09,A,1,2,2,85,5,10,0,0,0,0,0,3,9,3,7,10,
2004-07-09,A,1,2,3,93,2,0,0,5,0,0,0,3,10,10,6,7,
2004-07-09,A,1,3,1,67,8,0,0,0,25,0,0,2,0,2,0,1,
2004-07-09,A,1,3,2,37,10,0,0,42,10,1,15,1,0,1,1,3,
2004-07-09,A,1,3,3,69,10,10,0,0,10,1,5,1,0,2,0,3,
2004-07-09,A,1,4,1,83,2,10,0,0,5,0,0,2,10,4,3,1,
2004-07-09,A,1,4,2,89,1,0,0,0,10,0,0,3,4,3,2,1,
2004-07-09,A,1,4,3,92,3,0,0,0,5,0,0,2,3,4,3,6,
2004-07-09,A,1,5,1,71,16,1,0,8,3,1,15,5,6,0,2,2,
2004-07-09,A,1,5,2,55,35,0,0,5,3,2,18,3,3,3,0,2,
2004-07-09,A,1,5,3,68,9,0,0,16,5,2,17,3,2,3,1,2,
2004-07-09,A,2,1,1,57,3,20,0,7,10,0,0,3,7,4,3,3,
2004-07-09,A,2,1,2,34,3,0,0,50,3,0,0,10,2,5,3,2,
2004-07-09,A,2,1,3,36,8,10,0,25,15,1,15,5,4,1,3,2,
2004-07-09,A,2,2,1,75,2,0,0,20,2,0,0,1,1,3,1,1,
2004-07-09,A,2,2,2,77,6,5,0,2,2,2,15,6,1,2,4,5,
2004-07-09,A,2,2,3,93,0,0,0,0,1,2,16,4,3,3,2,3,
2004-07-09,A,2,3,1,69,1,0,0,26,1,0,0,3,4,6,4,4,
2004-07-09,A,2,3,2,72,9,0,0,15,2,0,0,2,1,2,3,3,
2004-07-09,A,2,3,3,80,1,0,0,12,1,1,13,5,4,2,5,5,
2004-07-09,A,2,4,1,42,1,0,0,50,2,3,26,2,1,4,2,4,
2004-07-09,A,2,4,2,90,3,0,0,2,1,1,10,3,1,4,1,4,
2004-07-09,A,2,4,3,17,5,0,0,75,1,1,17,1,5,1,2,1,
2004-07-09,A,2,5,1,83,10,0,0,0,2,2,19,3,3,2,4,3,
2004-07-09,A,2,5,2,62,6,0,0,22,5,2,13,3,3,1,5,7,
2004-07-09,A,2,5,3,90,3,0,0,2,1,1,16,3,3,4,3,2,
2004-07-09,A,3,1,1,57,10,2,0,30,0,1,10,4,3,6,7,2,
2004-07-09,A,3,1,2,78,6,0,0,13,2,1,11,1,6,4,8,10,
2004-07-09,A,3,1,3,71,3,0,0,25,1,0,0,0,6,5,3,1,
2004-07-09,A,3,2,1,62,18,20,0,0,0,0,0,4,5,5,4,5,
2004-07-09,A,3,2,2,27,8,65,0,0,0,0,0,3,5,1,4,3,
2004-07-09,A,3,2,3,94,5,0,0,0,1,0,0,2,5,2,3,5,
2004-07-09,A,3,3,1,90,3,3,0,1,0,3,18,8,9,10,3,5,
2004-07-09,A,3,3,2,76,5,10,0,7,0,2,26,3,3,4,7,6,
2004-07-09,A,3,3,3,87,4,2,0,3,2,2,24,3,7,3,3,4,
2004-07-09,A,3,4,1,80,5,4,0,5,6,0,0,5,2,3,3,2,
2004-07-09,A,3,4,2,62,1,11,0,25,1,0,0,2,0,2,2,2,
2004-07-09,A,3,4,3,67,2,3,0,25,3,0,0,3,0,1,1,2,
2004-07-09,A,3,5,1,23,1,60,0,10,6,0,0,3,1,14,10,7,
2004-07-09,A,3,5,2,37,9,47,0,2,5,0,0,3,5,5,1,1,
2004-07-09,A,3,5,3,41,3,49,0,0,2,0,0,2,3,3,4,5,
2004-07-09,A,4,1,1,75,10,15,0,0,0,0,0,3,6,4,3,2,
2004-07-09,A,4,1,2,65,10,24,0,0,1,0,0,2,2,3,4,5,
2004-07-09,A,4,1,3,63,12,22,0,0,0,3,30,5,5,5,8,6,
2004-07-09,A,4,2,1,69,15,12,0,3,1,0,0,3,5,3,4,4,
2004-07-09,A,4,2,2,59,16,0,0,25,0,0,0,5,2,4,0,3,
2004-07-09,A,4,2,3,69,10,0,0,28,1,0,0,5,2,2,1,0,
2004-07-09,A,4,3,1,85,13,0,0,0,1,1,20,1,4,6,7,5,
2004-07-09,A,4,3,2,98,2,0,0,0,0,0,0,1,4,4,3,3,
2004-07-09,A,4,3,3,95,2,2,0,0,0,1,13,2,4,4,2,4,
2004-07-09,A,4,4,1,96,2,0,0,0,2,0,0,2,5,3,1,2,
2004-07-09,A,4,4,2,80,18,0,0,0,1,1,11,2,2,3,2,4,
2004-07-09,A,4,4,3,69,16,10,0,0,5,0,0,5,3,5,3,1,
2004-07-09,A,4,5,1,85,4,0,0,5,6,0,0,3,4,0,3,4,
2004-07-09,A,4,5,2,76,5,0,0,15,3,1,14,3,4,4,4,6,
2004-07-09,A,4,5,3,80,8,0,0,3,8,1,15,16,4,8,1,3,
2004-07-09,B,1,1,1,86,6,0,0,6,2,0,0,4,3,4,4,4,
2004-07-09,B,1,1,2,65,15,0,0,10,6,0,0,2,7,5,3,1,
2004-07-09,B,1,1,3,47,35,1,0,15,2,0,0,3,11,2,1,10,
2004-07-09,B,1,2,1,66,2,12,0,5,15,0,0,5,2,3,1,5,
2004-07-09,B,1,2,2,84,12,0,0,2,2,0,0,3,2,2,3,2,
2004-07-09,B,1,2,3,99,1,0,0,0,0,0,0,12,2,2,3,3,
2004-07-09,B,1,3,1,63,14,0,0,20,3,0,0,5,2,1,2,4,
2004-07-09,B,1,3,2,72,6,0,0,12,0,0,0,3,9,3,2,6,
2004-07-09,B,1,3,3,88,5,0,0,7,0,0,0,6,6,1,2,2,
2004-07-09,B,1,4,1,92,1,0,0,0,6,1,0,1,0,3,2,3,
2004-07-09,B,1,4,2,61,1,0,0,20,17,0,10,1,1,2,1,1,
2004-07-09,B,1,4,3,72,3,0,0,4,20,1,8,1,3,3,1,5,
2004-07-09,B,1,5,1,51,2,0,0,45,2,0,0,3,4,3,3,0,
2004-07-09,B,1,5,2,68,8,20,0,3,1,0,0,1,2,0,2,2,
2004-07-09,B,1,5,3,77,1,10,0,10,2,0,0,1,0,0,0,0,
2004-07-09,B,2,1,1,88,1,3,0,5,1,2,15,4,3,2,4,2,
2004-07-09,B,2,1,2,87,3,2,0,6,1,1,17,3,2,2,10,8,
2004-07-09,B,2,1,3,92,2,0,0,4,1,1,14,5,2,1,1,8,
2004-07-09,B,2,2,1,81,2,12,0,0,4,1,15,10,4,2,3,3,
2004-07-09,B,2,2,2,84,1,6,0,2,6,1,10,15,1,1,1,1,
2004-07-09,B,2,2,3,86,2,0,0,0,12,0,0,8,0,2,1,2,
2004-07-09,B,2,3,1,77,2,0,0,18,3,0,0,3,0,1,1,4,
2004-07-09,B,2,3,2,80,4,1,0,12,2,1,16,2,5,11,1,1,
2004-07-09,B,2,3,3,92,2,3,0,1,2,0,0,5,1,1,2,1,
2004-07-09,B,2,4,1,89,4,5,0,0,1,1,5,4,5,4,3,2,
2004-07-09,B,2,4,2,87,3,5,0,0,5,0,0,6,4,2,4,3,
2004-07-09,B,2,4,3,91,3,0,0,0,6,0,0,3,4,1,1,1,
2004-07-09,B,2,5,1,65,3,20,0,2,10,0,0,2,3,1,7,2,
2004-07-09,B,2,5,2,0,6,0,0,0,2,1,26,1,7,6,3,1,
2004-07-09,B,2,5,3,92,6,0,0,0,1,1,15,1,4,0,3,0,
2004-07-09,B,3,1,1,71,12,0,0,15,1,1,12,20,2,4,5,1,
2004-07-09,B,3,1,2,95,5,0,0,0,0,0,0,2,5,2,2,4,
2004-07-09,B,3,1,3,81,12,0,0,2,5,0,0,10,2,1,1,2,
2004-07-09,B,3,2,1,92,6,0,0,2,0,0,0,5,4,3,2,11,
2004-07-09,B,3,2,2,87,10,0,0,3,0,0,0,2,10,6,3,3,
2004-07-09,B,3,2,3,87,10,0,0,2,0,1,15,5,3,4,3,6,
2004-07-09,B,3,3,1,78,4,16,0,0,2,0,0,5,4,5,2,1,
2004-07-09,B,3,3,2,94,5,0,0,0,1,0,0,3,4,1,1,1,
2004-07-09,B,3,3,3,97,2,0,0,0,1,0,0,3,2,1,9,1,
2004-07-09,B,3,4,1,71,2,25,0,0,2,0,0,5,16,9,1,8,
2004-07-09,B,3,4,2,78,6,12,0,2,2,0,0,5,1,4,6,12,
2004-07-09,B,3,4,3,71,12,15,0,0,2,0,0,3,4,2,4,2,
2004-07-09,B,3,5,1,77,12,0,0,10,1,0,0,5,1,2,4,4,
2004-07-09,B,3,5,2,75,3,0,0,12,10,0,0,0,2,1,1,3,
2004-07-09,B,3,5,3,81,3,0,0,6,10,0,0,4,0,2,3,3,
2004-07-09,B,4,1,1,32,10,0,0,4,54,0,0,12,0,0,0,2,
2004-07-09,B,4,1,2,54,3,25,0,0,18,0,0,3,1,3,1,0,
2004-07-09,B,4,1,3,50,25,7,0,3,15,0,0,2,0,0,0,1,
2004-07-09,B,4,2,1,0,7,12,0,8,2,0,0,3,0,2,2,4,
2004-07-09,B,4,2,2,74,10,7,0,4,4,1,10,2,0,2,1,1,
2004-07-09,B,4,2,3,75,10,0,0,10,5,0,0,2,2,2,2,3,
2004-07-09,B,4,3,1,90,5,0,0,3,1,1,5,2,4,3,4,2,
2004-07-09,B,4,3,2,74,6,20,0,0,0,0,0,7,5,4,5,5,
2004-07-09,B,4,3,3,78,14,0,0,6,2,0,0,2,5,2,7,3,
2004-07-09,B,4,4,1,55,12,10,0,8,14,1,10,2,3,1,2,5,
2004-07-09,B,4,4,2,65,3,20,0,4,8,0,0,1,2,1,2,0,
2004-07-09,B,4,4,3,73,3,17,0,3,4,1,7,1,0,0,4,3,
2004-07-09,B,4,5,1,47,45,0,0,4,4,0,0,5,0,1,1,1,
2004-07-09,B,4,5,2,68,20,0,0,5,7,0,0,2,1,1,1,1,
2004-07-09,B,4,5,3,70,2,0,0,11,10,1,10,3,1,1,1,1,
2004-07-09,C,1,1,1,88,10,0,0,0,2,0,0,4,4,1,1,4,
2004-07-09,C,1,1,2,73,10,14,0,0,3,0,0,7,4,2,2,2,
2004-07-09,C,1,1,3,90,5,0,0,0,5,0,0,2,2,3,1,1,
2004-07-09,C,1,2,1,72,18,0,0,10,0,0,0,15,2,3,4,3,
2004-07-09,C,1,2,2,93,2,2,0,3,0,0,0,5,3,5,3,4,
2004-07-09,C,1,2,3,92,8,0,0,0,0,0,0,6,2,2,3,1,
2004-07-09,C,1,3,1,32,15,3,0,0,50,0,0,4,0,1,1,0,
2004-07-09,C,1,3,2,67,12,0,0,0,20,1,23,10,0,1,1,2,
2004-07-09,C,1,3,3,60,15,0,0,0,25,0,0,13,0,1,3,1,
2004-07-09,C,1,4,1,92,6,0,0,0,2,0,0,7,2,5,5,3,
2004-07-09,C,1,4,2,96,2,0,0,0,1,1,14,2,4,3,2,4,
2004-07-09,C,1,4,3,97,2,0,0,0,1,0,0,5,2,4,1,5,
2004-07-09,C,1,5,1,72,18,0,0,0,10,0,0,2,2,2,3,5,
2004-07-09,C,1,5,2,75,10,0,0,0,15,0,0,8,1,4,2,0,
2004-07-09,C,1,5,3,78,10,2,0,0,10,0,0,8,1,0,2,1,
2004-07-09,C,2,1,1,95,0,0,0,0,5,0,0,2,4,3,2,3,
2004-07-09,C,2,1,2,60,0,5,0,0,35,0,0,5,3,0,0,2,
2004-07-09,C,2,1,3,35,15,0,0,0,50,0,0,3,6,4,2,3,
2004-07-09,C,2,2,1,64,20,0,0,0,15,1,5,5,20,17,4,3,
2004-07-09,C,2,2,2,85,10,2,0,0,3,0,0,4,2,2,6,6,
2004-07-09,C,2,2,3,96,2,0,0,0,2,0,0,2,3,8,6,6,
2004-07-09,C,2,3,1,93,4,0,0,0,3,0,0,2,4,7,1,4,
2004-07-09,C,2,3,2,89,10,0,0,0,1,0,0,8,6,1,15,8,
2004-07-09,C,2,3,3,96,3,0,0,0,1,0,0,2,11,7,10,6,
2004-07-09,C,2,4,1,88,2,0,0,0,10,0,0,2,5,2,4,6,
2004-07-09,C,2,4,2,91,5,2,0,0,2,0,0,3,4,4,3,3,
2004-07-09,C,2,4,3,75,3,1,0,0,20,0,0,2,2,2,0,4,
2004-07-09,C,2,5,1,78,4,8,0,0,10,0,0,5,3,2,5,4,
2004-07-09,C,2,5,2,72,18,0,0,0,10,0,0,15,6,2,2,2,
2004-07-09,C,2,5,3,73,15,2,0,0,10,0,0,15,1,3,1,2,
2004-07-09,C,3,1,1,82,2,1,0,0,7,8,70,5,0.5,5,5,3,
2004-07-09,C,3,1,2,83,3,0,0,0,4,10,30,3,3,6,6,3,
2004-07-09,C,3,1,3,78,9,0,0,0,7,6,32,5,6,3,4,2,
2004-07-09,C,3,2,1,93,5,0,0,0,2,0,0,2,4,5,4,11,
2004-07-09,C,3,2,2,87,6,0,0,0,2,1,30,4,4,10,1,2,
2004-07-09,C,3,2,3,87,9,0,0,0,1,3,29,2,1,3,6,10,
2004-07-09,C,3,3,1,71,7,15,0,0,2,5,24,5,7,3,4,7,
2004-07-09,C,3,3,2,79,4,6,0,3,5,3,27,5,1,3,0,1,
2004-07-09,C,3,3,3,86,1,4,0,0,7,2,17,6,0,4,4,3,
2004-07-09,C,3,4,1,87,10,1,0,1,1,0,0,6,3,7,5,4,
2004-07-09,C,3,4,2,67,2,30,0,0,1,0,0,2,10,3,2,7,
2004-07-09,C,3,4,3,62,5,8,0,2,2,1,10,8,5,3,10,3,
2004-07-09,C,3,5,1,82,6,0,0,6,4,2,25,5,3,4,4,2,
2004-07-09,C,3,5,2,87,4,8,0,0,1,0,0,3,5,0,4,4,
2004-07-09,C,3,5,3,62,7,30,0,0,1,0,0,3,6,4,11,8,
2004-07-09,C,4,1,1,89,6,0,0,0,5,0,0,1,4,5,1,5,
2004-07-09,C,4,1,2,79,1,0,0,0,20,0,0,4,5,2,1,3,
2004-07-09,C,4,1,3,82,5,0,0,3,10,0,0,1,2,7,3,4,
2004-07-09,C,4,2,1,89,8,0,0,0,3,0,0,1,7,5,9,5,
2004-07-09,C,4,2,2,94,3,0,0,0,3,0,0,1,6,3,1,3,
2004-07-09,C,4,2,3,92,3,0,0,0,5,0,0,3,1,2,7,1,
2004-07-09,C,4,3,1,65,5,28,0,0,2,0,0,2,5,7,5,4,
2004-07-09,C,4,3,2,91,2,0,0,0,7,0,0,2,3,7,7,5,
2004-07-09,C,4,3,3,97,2,0,0,0,1,0,0,2,4,3,5,0,
2004-07-09,C,4,4,1,60,8,27,0,0,5,0,0,8,2,0,5,6,
2004-07-09,C,4,4,2,62,3,20,0,0,15,0,0,15,3,5,3,5,
2004-07-09,C,4,4,3,81,8,6,0,0,5,0,0,10,4,3,3,4,
2004-07-09,C,4,5,1,78,2,0,0,0,10,0,0,2,1,5,5,4,
2004-07-09,C,4,5,2,84,8,0,0,0,8,0,0,10,6,4,5,4,
2004-07-09,C,4,5,3,71,14,10,0,0,5,0,0,10,7,5,10,7,
2005-11-28,A,1,1,1,85,0,0,1,2,10,2,17,2,2,4,4,6,
2005-11-28,A,1,1,2,88,0,0,0,0,10,1,10,1,2,2,3,4,
2005-11-28,A,1,1,3,80,0,0,0,3,15,0,0,2,3,4,2,2,
2005-11-28,A,1,2,1,83,4,0,0,9,1,1,10,2,4,4,5,6,
2005-11-28,A,1,2,2,75,15,5,0,2,2,0,0,1,4,3,4,2,
2005-11-28,A,1,2,3,93,0,0,1,3,2,0,0,1,5,5,2,4,
2005-11-28,A,1,3,1,88,0,3,4,0,3,0,0,2,4,3,7,4,
2005-11-28,A,1,3,2,83,0,0,0,0,10,0,0,7,4,3,4,1,
2005-11-28,A,1,3,3,67,3,0,0,0,20,0,0,10,3,3,2,1,
2005-11-28,A,1,4,1,60,5,0,3,0,30,0,0,2,1,2,4,5,
2005-11-28,A,1,4,2,37,3,0,2,40,15,1,22,2,1,2,1,2,
2005-11-28,A,1,4,3,58,2,15,3,0,20,1,8,1,1,3,1,1,
2005-11-28,A,1,5,1,61,15,0,5,10,1,3,28,5,4,4,5,3,
2005-11-28,A,1,5,2,80,1,0,3,10,2,1,15,3,4,4,5,4,
2005-11-28,A,1,5,3,69,2,2,3,15,4,1,10,4,4,3,2,3,
2005-11-28,A,2,1,1,67,2,10,15,7,1,0,0,5,2,4,1,1,
2005-11-28,A,2,1,2,30,5,0,10,50,0,0,0,5,1,1,1,1,
2005-11-28,A,2,1,3,39,2,3,20,25,1,5,62,5,1,1,3,1,
2005-11-28,A,2,2,1,38,0,0,1,10,0,50,100,1,2,3,0,0,
2005-11-28,A,2,2,2,58,2,0,10,2,1,25,55,2,2,0,2,1,
2005-11-28,A,2,2,3,65,2,0,10,0,0,20,80,2,0,0,0,2,
2005-11-28,A,2,3,1,57,1,0,10,25,1,1,27,5,2,3,1,0,
2005-11-28,A,2,3,2,74,1,0,5,15,0,0,0,5,2,2,3,0,
2005-11-28,A,2,3,3,66,1,0,4,12,0,15,50,2,3,0,6,3,
2005-11-28,A,2,4,1,39,2,0,2,50,0,5,80,2,1,2,0,0,
2005-11-28,A,2,4,2,86,1,0,2,2,0,7,65,2,0,0,5,4,
2005-11-28,A,2,4,3,29,1,0,3,60,1,5,60,1,4,5,5,3,
2005-11-28,A,2,5,1,86,1,0,2,0,0,10,55,1,3,2,1,55,
2005-11-28,A,2,5,2,54,4,0,1,22,1,15,60,3,3,25,1,55,
2005-11-28,A,2,5,3,87,2,0,3,2,0,1,50,5,2,35,45,25,
2005-11-28,A,3,1,1,60,0,20,10,10,0,0,0,30,10,10,10,5,
2005-11-28,A,3,1,2,40,0,15,10,5,0,0,0,40,10,10,10,3,
2005-11-28,A,3,1,3,15,0,15,15,20,0,0,0,50,11,4,5,8,
2005-11-28,A,3,2,1,30,5,15,2,0,0,0,0,50,3,7,4,8,
2005-11-28,A,3,2,2,24,1,25,2,0,0,0,0,50,1,0,10,7,
2005-11-28,A,3,2,3,19,1,20,2,0,0,0,0,60,6,6,10,6,
2005-11-28,A,3,3,1,24,1,20,5,0,0,15,65,40,3,3,2,5,
2005-11-28,A,3,3,2,31,1,25,5,2,0,2,40,39,2,2,4,4,
2005-11-28,A,3,3,3,24,1,20,7,0,0,5,60,50,10,5,4,5,
2005-11-28,A,3,4,1,7,3,40,1,0,0,0,0,50,3,8,2,8,
2005-11-28,A,3,4,2,10,0,20,1,5,0,0,0,65,8,8,4,2,
2005-11-28,A,3,4,3,24,1,30,2,5,0,0,0,40,8,2,4,2,
2005-11-28,A,3,5,1,21,1,50,1,3,0,0,0,25,10,4,6,5,
2005-11-28,A,3,5,2,35,5,30,1,5,0,0,0,25,6,5,9,10,
2005-11-28,A,3,5,3,19,1,10,1,2,5,0,0,25,10,6,8,2,
2005-11-28,A,4,1,1,16,2,40,2,0,0,0,0,40,3,8,5,3,
2005-11-28,A,4,1,2,16,1,30,3,0,0,0,0,50,3,8,4,5,
2005-11-28,A,4,1,3,17,1,50,2,0,0,0,0,30,3,3,7,3,
2005-11-28,A,4,2,1,23,0,25,2,0,0,0,0,50,3,4,4,5,
2005-11-28,A,4,2,2,6,0,15,2,15,0,0,0,60,4,3,7,0,
2005-11-28,A,4,2,3,19,3,5,2,10,1,0,0,50,7,0,7,3,
2005-11-28,A,4,3,1,37,2,20,1,0,0,0,0,40,5,3,4,5,
2005-11-28,A,4,3,2,27,2,40,1,0,0,0,0,30,2,4,3,2,
2005-11-28,A,4,3,3,22,1,25,1,0,0,1,10,50,3,4,4,4,
2005-11-28,A,4,4,1,24,0,25,1,0,0,0,0,50,4,5,10,9,
2005-11-28,A,4,4,2,19,0,20,1,0,0,0,0,60,5,4,4,9,
2005-11-28,A,4,4,3,18,0,20,2,0,0,0,0,60,6,10,4,5,
2005-11-28,A,4,5,1,30,1,25,0,3,0,1,15,40,3,3,6,5,
2005-11-28,A,4,5,2,19,0,20,1,0,0,0,0,60,3,10,7,7,
2005-11-28,A,4,5,3,33,1,15,1,0,0,0,0,50,7,30,20,12,
2005-11-28,B,1,1,1,85,6,0,0,6,2,0,0,1,5,5,2,1,
2005-11-28,B,1,1,2,66,15,0,0,15,3,0,0,1,0,2,3,6,
2005-11-28,B,1,1,3,47,35,0,0,15,1,0,0,2,6,2,0,6,
2005-11-28,B,1,2,1,68,0,10,0,15,5,0,0,2,3,3,4,2,
2005-11-28,B,1,2,2,76,10,0,0,10,3,0,0,1,4,2,2,4,
2005-11-28,B,1,2,3,97,0,0,0,0,0,0,0,3,4,5,3,3,
2005-11-28,B,1,3,1,70,15,0,0,12,1,0,0,2,3,6,2,2,
2005-11-28,B,1,3,2,67,10,0,0,15,3,0,0,5,3,2,3,1,
2005-11-28,B,1,3,3,87,2,0,0,6,1,0,0,4,3,3,4,2,
2005-11-28,B,1,4,1,90,0,0,0,0,3,0,0,2,3,1,1,5,
2005-11-28,B,1,4,2,71,0,0,0,25,4,0,0,0,1,1,2,2,
2005-11-28,B,1,4,3,89,3,0,0,1,4,1,7,2,1,3,3,1,
2005-11-28,B,1,5,1,34,3,15,0,45,1,0,0,2,7,4,4,6,
2005-11-28,B,1,5,2,63,5,15,0,9,5,0,0,3,4,4,1,1,
2005-11-28,B,1,5,3,86,0,0,0,12,1,0,0,1,10,10,6,2,
2005-11-28,B,2,1,1,3,0,1,2,5,0,85,70,2,2,3,1,2,
2005-11-28,B,2,1,2,3,0,3,0,3,0,90,85.5,1,1,2,1,2,
2005-11-28,B,2,1,3,16,0,2,2,0,2,70,80,5,0,0,0,0,
2005-11-28,B,2,2,1,35,0,6,5,0,4,45,93.5,5,5,6,3,3,
2005-11-28,B,2,2,2,9,0,9,6,0,1,75,86.7,0,5,6,2,3,
2005-11-28,B,2,2,3,38,0,10,0,0,2,35,58.9,15,0,0,0,0,
2005-11-28,B,2,3,1,43,0,2,0,10,0,5,60,40,1,10,3,9,
2005-11-28,B,2,3,2,42,0,3,0,5,0,5,52,45,4,9,1,3,
2005-11-28,B,2,3,3,43,0,4,0,0,1,2,42,50,3,7,1,2,
2005-11-28,B,2,4,1,16,0,1,2,0,1,30,65,50,4,8,1,2,
2005-11-28,B,2,4,2,0,0,1,5,0,0,5,42,70,1,2,3,8,
2005-11-28,B,2,4,3,77,0,1,2,0,0,0,0,20,6,2,3,1,
2005-11-28,B,2,5,1,7,0,1,0,0,1,90,70,1,4,3,16,20,
2005-11-28,B,2,5,2,9,0,0,0,0,0,90,60,1,22,12,21,20,
2005-11-28,B,2,5,3,0,0,10,0,0,1,69,80,20,16,15,4,20,
2005-11-28,B,3,1,1,33,5,2,0,0,0,0,0,60,7,11,13,10,
2005-11-28,B,3,1,2,5,0,5,0,0,0,0,0,90,14,7,7,9,
2005-11-28,B,3,1,3,0,2,5,0,0,0,0,0,93,10,6,4,7,
2005-11-28,B,3,2,1,80,0,5,0,0,0,0,0,15,7,15,10,7,
2005-11-28,B,3,2,2,91,3,1,0,0,0,0,0,5,9,10,12,6,
2005-11-28,B,3,2,3,88,0,5,0,0,0,0,0,7,7,8,6,6,
2005-11-28,B,3,3,1,54,0,20,0,0,1,0,0,25,6,10,7,4,
2005-11-28,B,3,3,2,71,4,15,0,0,0,0,0,10,4,10,6,2,
2005-11-28,B,3,3,3,87,0,5,0,0,0,0,0,7,5,5,5,4,
2005-11-28,B,3,4,1,64,4,20,0,0,2,0,0,10,2,5,5,5,
2005-11-28,B,3,4,2,20,0,60,0,0,0,0,0,20,14,11,9,4,
2005-11-28,B,3,4,3,24,5,10,0,0,1,0,0,60,9,4,8,5,
2005-11-28,B,3,5,1,22,2,15,0,5,1,0,0,55,4,8,5,7,
2005-11-28,B,3,5,2,35,0,25,0,0,0,0,0,40,7,4,4,9,
2005-11-28,B,3,5,3,35,0,25,0,0,0,0,0,40,11,9,2,4,
2005-11-28,B,4,1,1,0,1,2,7,4,50,35,100,1,4,0,0,0,
2005-11-28,B,4,1,2,68,0,10,2,1,10,1,40,8,0,5,2,3,
2005-11-28,B,4,1,3,58,0,1,2,3,35,0,0,1,7,0,2,0,
2005-11-28,B,4,2,1,34,5,9,2,5,35,0,0,10,2,1,2,0,
2005-11-28,B,4,2,2,57,6,6,0,9,5,15,78,2,1,0,2,2,
2005-11-28,B,4,2,3,34,10,0,2,10,3,40,39,1,2,1,2,2,
2005-11-28,B,4,3,1,87,0,0,2,3,5,2,62,1,0,1,0,1,
2005-11-28,B,4,3,2,85,0,10,1,0,2,0,0,2,0,2,1,4,
2005-11-28,B,4,3,3,63,10,5,2,5,6,3,80,3,0,4,3,7,
2005-11-28,B,4,4,1,9,9,3,55,8,5,8,37,3,4,4,0,3,
2005-11-28,B,4,4,2,41,0,2,40,3,10,2,28,2,2,4,1,0,
2005-11-28,B,4,4,3,40,0,1,25,2,30,1,19,1,4,0,2,0,
2005-11-28,B,4,5,1,41,40,0,8,1,1,5,38,4,0,2,2,3,
2005-11-28,B,4,5,2,25,15,0,2,4,0,50,43,4,2,3,3,1,
