Date,Block,Plot,Leaves (in g),Wood (in g),Misc (in g),Fruits;seeds;flower (g),Days since last collec.,New palm frond (in m),Remarks
2006-08-10,A,3,17.86,5.16,1.36,1.1,13,0.5,All material was dried at 40 centigrades.
2006-08-10,A,4,23.22,9.57,1.94,21.64,13,4.5,All material was dried at 40 centigrades.
2006-08-10,B,1,38.29,33.78,1.17,4.97,13,0,All material was dried at 40 centigrades.
2006-08-10,B,2,13.8,12.1,0.9,0.92,13,0,All material was dried at 40 centigrades.
2006-08-10,B,3,59.43,34.95,4.52,23.72,13,4,All material was dried at 40 centigrades.
2006-08-10,B,4,9.34,1.55,2.2,3.46,13,0,All material was dried at 40 centigrades.
2006-08-10,C,1,38,29.09,3.03,24.63,13,5,All material was dried at 40 centigrades.
2006-08-10,C,2,38.25,11.76,3.69,13.88,13,0,All material was dried at 40 centigrades.
2006-08-10,C,3,24.61,6.24,3.2,4.68,13,0,All material was dried at 40 centigrades.
2006-08-10,C,4,45.84,32.24,4.24,61.06,13,0,All material was dried at 40 centigrades.
2006-08-24,A,1,10.35,1.38,0.46,25.47,14,0,All material was dried at 40 centigrades.
2006-08-24,A,2,11.39,1.88,0.54,2.74,14,3.2,All material was dried at 40 centigrades.
2006-08-24,A,3,7.85,0.75,0.8,1.05,14,0,All material was dried at 40 centigrades.
2006-08-24,A,4,11.92,2.35,0.62,17.86,14,3.9,All material was dried at 40 centigrades.
2006-08-24,B,1,24.37,2.11,0.25,8.3,14,4.3,All material was dried at 40 centigrades.
2006-08-24,B,2,7.25,5.43,0.94,0.15,14,2.6,All material was dried at 40 centigrades.
2006-08-24,B,3,28.37,5.86,2.14,22.72,14,0,All material was dried at 40 centigrades.
2006-08-24,B,4,5.25,42.58,1.7,0.24,14,0,All material was dried at 40 centigrades.
2006-08-24,C,1,18.03,7.28,1.52,14.01,14,3.9,All material was dried at 40 centigrades.
2006-08-24,C,2,15.58,1.82,1.11,4.16,14,0,All material was dried at 40 centigrades.
2006-08-24,C,3,13.22,2.22,2.31,1.34,14,6.2,All material was dried at 40 centigrades.
2006-08-24,C,4,30.35,4.94,3.19,38.13,14,7.4,All material was dried at 40 centigrades.
2006-09-07,A,1,33.64,6.58,1.31,8.68,14,2.4,All material was dried at 40 centigrades.
2006-09-07,A,2,18.53,16.99,0.53,5.16,14,0,All material was dried at 40 centigrades.
2006-09-07,A,3,24.88,6.94,0.47,7.15,14,0,All material was dried at 40 centigrades.
2006-09-07,A,4,13.16,2.29,0.86,9.47,14,0,All material was dried at 40 centigrades.
2006-09-07,B,1,27.4,5.46,0.21,17.21,14,4,All material was dried at 40 centigrades.
2006-09-07,B,2,13.75,2.91,0.9,0.22,14,0,All material was dried at 40 centigrades.
2006-09-07,B,3,42.74,5.37,2.17,19.4,14,0,All material was dried at 40 centigrades.
2006-09-07,B,4,4.64,0.26,0.4,2.88,14,0,All material was dried at 40 centigrades.
2006-09-07,C,1,25.63,4.83,1.63,13.41,14,6.2,All material was dried at 40 centigrades.
2006-09-07,C,2,22.57,2.6,0.56,20.35,14,0,All material was dried at 40 centigrades.
2006-09-07,C,3,19.73,1.68,1.97,7.68,14,0,All material was dried at 40 centigrades.
2006-09-07,C,4,29.94,11.01,2.81,46.25,14,4.9,All material was dried at 40 centigrades.
2006-09-20,A,1,27.05,2.08,1.53,8.5,15,8.58,All material was dried at 40 centigrades.
2006-09-20,A,2,9.17,2.8,0.78,1.84,15,0,All material was dried at 40 centigrades.
2006-09-20,A,3,19.47,1.32,1.32,3.1,15,3.73,All material was dried at 40 centigrades.
2006-09-20,A,4,19.01,1.52,2.66,14.66,15,3.1,All material was dried at 40 centigrades.
2006-09-20,B,1,18.58,1.32,1.1,7.41,13,13.6,All material was dried at 40 centigrades.
2006-09-20,B,2,14.15,8.82,2.1,1.51,13,5.5,All material was dried at 40 centigrades.
2006-09-20,B,3,29.11,25.75,5.8,18.86,13,6.4,All material was dried at 40 centigrades.
2006-09-20,B,4,6.54,0.16,1.99,2.45,13,0,All material was dried at 40 centigrades.
2006-09-20,C,1,25.33,5.69,5.02,13.16,14,11.92,All material was dried at 40 centigrades.
2006-09-20,C,2,18.65,2.26,4.29,39.72,14,3.6,All material was dried at 40 centigrades.
2006-09-20,C,3,,,,,,3.8,LOST SAMPLE BY: MA.APONTE. All material was dried at 40 centigrades.
2006-09-20,C,4,16.35,4.68,7.44,93.87,14,4.09,All material was dried at 40 centigrades.
2006-10-04,A,1,25.24,1.95,0.81,21.71,12,1.3,All material was dried at 40 centigrades.
2006-10-04,A,2,12.18,2.15,0.99,0.34,12,0,All material was dried at 40 centigrades.
2006-10-04,A,3,19.89,0.34,1.26,0.63,12,0,All material was dried at 40 centigrades.
2006-10-04,A,4,39.93,49.09,6.23,34.29,12,4.5,All material was dried at 40 centigrades.
2006-10-04,B,1,72.49,13.83,3.46,11.15,14,6.2,All material was dried at 40 centigrades.
2006-10-04,B,2,28.29,2.39,0.57,2.49,14,0,All material was dried at 40 centigrades.
2006-10-04,B,3,70.8,6.56,3.35,42.59,14,4.9,All material was dried at 40 centigrades.
2006-10-04,B,4,6.66,0.08,1.97,2.46,14,4.1,All material was dried at 40 centigrades.
2006-10-04,C,1,37.54,8.7,0.72,11.26,13,0,All material was dried at 40 centigrades.
2006-10-04,C,2,35.99,5.01,1.94,6.47,13,0,All material was dried at 40 centigrades.
2006-10-04,C,3,22.74,1.39,2.14,0.69,13,5.1,All material was dried at 40 centigrades.
2006-10-04,C,4,43.85,15.48,0.91,56.63,13,6.7,All material was dried at 40 centigrades.
2006-10-19,A,1,34.99,3.87,1.5,34.87,15,8.5,All material was dried at 40 centigrades.
2006-10-19,A,2,14.43,1.18,1.55,0.11,15,0,All material was dried at 40 centigrades.
2006-10-19,A,3,22.7,9.32,2.71,1.07,15,0,All material was dried at 40 centigrades.
2006-10-19,A,4,44.3,7.07,3.76,20.43,15,0,All material was dried at 40 centigrades.
2006-10-19,B,1,68.96,24.78,3.04,13.06,15,0,All material was dried at 40 centigrades.
2006-10-19,B,2,31.58,9.47,2.84,1.03,15,0,All material was dried at 40 centigrades.
2006-10-19,B,3,62.27,12.33,3.97,41.62,15,4,All material was dried at 40 centigrades.
2006-10-19,B,4,15.31,0.86,0.97,1.39,15,0.5,All material was dried at 40 centigrades.
2006-10-19,C,1,41.41,7.67,4.81,6.7,15,3,All material was dried at 40 centigrades.
2006-10-19,C,2,35.09,4.5,2.63,18.61,15,0,All material was dried at 40 centigrades.
2006-10-19,C,3,26.89,2.22,4.37,6.27,15,0,All material was dried at 40 centigrades.
2006-10-19,C,4,79.83,15.51,2.51,65.46,15,0,All material was dried at 40 centigrades.
2006-11-02,A,1,38.11,1.89,0.85,11.25,14,4.5,All material was dried at 40 centigrades.
2006-11-02,A,2,8.52,0.92,2.35,1.93,14,0,All material was dried at 40 centigrades.
2006-11-02,A,3,16.92,1.49,0.8,0.55,14,0,All material was dried at 40 centigrades.
2006-11-02,A,4,26.75,9.01,1.46,20.92,14,0.5,All material was dried at 40 centigrades.
2006-11-02,B,1,38.31,5.63,2.08,3.53,14,6.2,All material was dried at 40 centigrades.
2006-11-02,B,2,26.24,5.8,1.34,0.22,14,3.3,All material was dried at 40 centigrades.
2006-11-02,B,3,58.73,7.14,3.83,42.84,14,4.1,All material was dried at 40 centigrades.
2006-11-02,B,4,16.77,0.69,0.37,1.16,14,0,All material was dried at 40 centigrades.
2006-11-02,C,1,39.9,11.7,3.52,6.94,14,4.9,All material was dried at 40 centigrades.
2006-11-02,C,2,51.19,5.96,1.97,23.37,14,0,All material was dried at 40 centigrades.
2006-11-02,C,3,20.27,2.72,1.8,1.03,14,0,All material was dried at 40 centigrades.
2006-11-02,C,4,71.91,15.41,3.09,37.77,14,6.1,All material was dried at 40 centigrades.
2006-11-16,A,1,17.57,1.24,0.66,7.53,14,0,All material was dried at 40 centigrades.
2006-11-16,A,2,7.13,0.87,0.8,0.23,14,0,All material was dried at 40 centigrades.
2006-11-16,A,3,7.05,0.74,0.68,0,14,0,All material was dried at 40 centigrades.
2006-11-16,A,4,26.39,9.43,0.93,14.93,14,3.9,All material was dried at 40 centigrades.
2006-11-16,B,1,21.18,2.5,1.66,2.19,14,3.1,All material was dried at 40 centigrades.
2006-11-16,B,2,9.77,2.58,0.82,0.6,14,0,All material was dried at 40 centigrades.
2006-11-16,B,3,37.21,11.39,3.4,9.67,14,1.2,All material was dried at 40 centigrades.
2006-11-16,B,4,14.03,0.96,0.99,4.61,14,0,All material was dried at 40 centigrades.
2006-11-16,C,1,35.28,7.59,3.38,3.18,14,0,All material was dried at 40 centigrades.
2006-11-16,C,2,22.55,2.08,1.55,16.76,14,3.1,All material was dried at 40 centigrades.
2006-11-16,C,3,10.24,1.4,0.93,0.54,14,0,All material was dried at 40 centigrades.
2006-11-16,C,4,31.17,7.87,2.73,24.76,14,2.9,All material was dried at 40 centigrades.
2006-11-30,A,1,29.24,15.77,2.31,18.07,18,14,All material was dried at 40 centigrades.
2006-11-30,A,2,18.64,26.59,3.36,0.34,18,0,All material was dried at 40 centigrades.
2006-11-30,A,3,20.1,6.08,3.03,1.78,18,3,All material was dried at 40 centigrades.
2006-11-30,A,4,29.63,24.08,8.7,39.84,18,0,All material was dried at 40 centigrades.
2006-11-30,B,1,46.47,23.82,7.13,5.67,15,7.5,All material was dried at 40 centigrades.
2006-11-30,B,2,22.02,26.98,2.89,1.41,15,0,All material was dried at 40 centigrades.
2006-11-30,B,3,79.8,52.48,8.71,11.25,15,13.55,All material was dried at 40 centigrades.
2006-11-30,B,4,12.71,0.81,1.95,3.01,15,0,All material was dried at 40 centigrades.
2006-11-30,C,1,39.43,22.1,2.75,7.63,14,25.2,All material was dried at 40 centigrades.
2006-11-30,C,2,16.21,2.52,3.26,24.09,14,2,All material was dried at 40 centigrades.
2006-11-30,C,3,17.08,2.23,2.78,0.54,14,3,All material was dried at 40 centigrades.
2006-11-30,C,4,40.05,14.48,7.79,56.04,14,14.15,All material was dried at 40 centigrades.
2006-12-14,A,1,11.36,2.06,1.32,4,10,4,All material was dried at 40 centigrades.
2006-12-14,A,2,4.83,0.36,0.66,0.16,10,3,All material was dried at 40 centigrades.
2006-12-14,A,3,8.35,0.91,0.52,0,10,0,All material was dried at 40 centigrades.
2006-12-14,A,4,10.69,1.65,5.08,37.18,10,0,All material was dried at 40 centigrades.
2006-12-14,B,1,14.55,2.23,2.64,3.06,13,0,All material was dried at 40 centigrades.
2006-12-14,B,2,7.11,15.17,1.35,0.38,13,0,All material was dried at 40 centigrades.
2006-12-14,B,3,25.36,11.33,4.24,6.21,13,7,All material was dried at 40 centigrades.
2006-12-14,B,4,5.98,0.51,0.98,0.95,13,1.5,All material was dried at 40 centigrades.
2006-12-14,C,1,25.03,9.91,3.05,2.78,14,0,All material was dried at 40 centigrades.
2006-12-14,C,2,13.32,2.79,1.36,8.81,14,0,All material was dried at 40 centigrades.
2006-12-14,C,3,11.39,3.63,1.39,1.93,14,0,All material was dried at 40 centigrades.
2006-12-14,C,4,26.99,4.3,3.73,24.58,14,1.1,All material was dried at 40 centigrades.
2006-12-28,A,1,65.67,6.87,1.05,3.4,14,8,All material was dried at 40 centigrades.
2006-12-28,A,2,7.78,0.62,0.49,0.4,14,0.5,All material was dried at 40 centigrades.
2006-12-28,A,3,8.92,0.15,0.17,0.33,14,0,All material was dried at 40 centigrades.
2006-12-28,A,4,14.77,1.33,0.61,58.68,14,0.5,All material was dried at 40 centigrades.
2006-12-28,B,1,30.88,4.11,0.42,3.82,14,1,All material was dried at 40 centigrades.
2006-12-28,B,2,13.27,1.66,0.5,0.13,14,0,All material was dried at 40 centigrades.
2006-12-28,B,3,29.18,5.5,1.06,4.07,14,0.5,All material was dried at 40 centigrades.
2006-12-28,B,4,2.79,0,0,0.39,14,0,All material was dried at 40 centigrades.
2006-12-28,C,1,31.32,1.53,2.69,7.07,14,4,All material was dried at 40 centigrades.
2006-12-28,C,2,6.95,0.9,0.35,14.22,14,0.5,All material was dried at 40 centigrades.
2006-12-28,C,3,13.19,0.61,0.3,0.14,14,0,All material was dried at 40 centigrades.
2006-12-28,C,4,30.48,4.1,1.63,14.04,14,3,All material was dried at 40 centigrades.
2007-01-11,A,1,12.98,2.14,0.59,7.7,14,2.1,All material was dried at 40 centigrades.
2007-01-11,A,2,7.82,0.59,0.76,3.31,14,0,All material was dried at 40 centigrades.
2007-01-11,A,3,16.7,1.05,0.48,0.21,14,0,All material was dried at 40 centigrades.
2007-01-11,A,4,14.62,5.6,0.71,32,14,2.5,All material was dried at 40 centigrades.
2007-01-11,B,1,25.25,2,0.52,6.1,14,0,All material was dried at 40 centigrades.
2007-01-11,B,2,7.99,4.54,0.79,0.56,14,0,All material was dried at 40 centigrades.
2007-01-11,B,3,28.76,12,1.4,5.86,14,2.9,All material was dried at 40 centigrades.
2007-01-11,B,4,6.82,0.33,0.15,0.11,14,0,All material was dried at 40 centigrades.
2007-01-11,C,1,18.24,3.11,1.73,4.9,14,0.9,All material was dried at 40 centigrades.
2007-01-11,C,2,17,2.09,0.58,14,14,0,All material was dried at 40 centigrades.
2007-01-11,C,3,14.5,2.52,1.06,2.22,14,0,All material was dried at 40 centigrades.
2007-01-11,C,4,38.67,10.1,2.58,13.4,14,2.7,All material was dried at 40 centigrades.
2007-01-25,A,1,14.75,16.68,5.29,8.73,14,9.39,All material was dried at 40 centigrades.
2007-01-25,A,2,5.31,0.64,1.12,1.12,14,0,All material was dried at 40 centigrades.
2007-01-25,A,3,11.98,0.99,1.08,0.13,14,0,All material was dried at 40 centigrades.
2007-01-25,A,4,23.27,3.82,4.91,11.85,14,6.95,All material was dried at 40 centigrades.
2007-01-25,B,1,11.4,2.63,1.78,3.32,14,12.9,All material was dried at 40 centigrades.
2007-01-25,B,2,6.81,2.28,1.01,1.98,14,2,All material was dried at 40 centigrades.
2007-01-25,B,3,22.8,3.01,4.38,3.24,14,2,All material was dried at 40 centigrades.
2007-01-25,B,4,8.83,0.34,0.77,0.51,14,0,All material was dried at 40 centigrades.
2007-01-25,C,1,22.3,5.85,4.96,3.38,14,0,All material was dried at 40 centigrades.
2007-01-25,C,2,10.75,2.21,2.19,12.19,14,0,All material was dried at 40 centigrades.
2007-01-25,C,3,7.48,0.43,1.04,0.45,14,1.1,All material was dried at 40 centigrades.
2007-01-25,C,4,30.01,8.13,3.29,11.55,14,2.2,All material was dried at 40 centigrades.
2007-02-08,A,1,20.39,2.01,0.87,6.7,14,11,All material was dried at 40 centigrades.
2007-02-08,A,2,9.04,0.36,0.4,1.31,14,0,All material was dried at 40 centigrades.
2007-02-08,A,3,11.38,10.64,0.63,0,14,0,All material was dried at 40 centigrades.
2007-02-08,A,4,20.38,0.93,0.77,6.85,14,0.5,All material was dried at 40 centigrades.
2007-02-08,B,1,13.31,0.84,0.21,1.6,14,0.6,All material was dried at 40 centigrades.
2007-02-08,B,2,11.05,2.05,0.26,0.76,14,0,All material was dried at 40 centigrades.
2007-02-08,B,3,34.01,2.67,2.73,4.33,14,0,All material was dried at 40 centigrades.
2007-02-08,B,4,8.1,0.68,0.53,0.57,14,0,All material was dried at 40 centigrades.
2007-02-08,C,1,17.41,1.71,0.46,4.81,14,0,All material was dried at 40 centigrades.
2007-02-08,C,2,7.34,0.9,0.2,0.33,14,0,All material was dried at 40 centigrades.
2007-02-08,C,3,15.8,1.18,0.35,0.09,14,0,All material was dried at 40 centigrades.
2007-02-08,C,4,19.54,2.29,0.66,3.43,14,0.5,All material was dried at 40 centigrades.
2007-02-22,A,1,34.4,4.43,1.24,10.67,14,10.5,All material was dried at 40 centigrades.
2007-02-22,A,2,11.98,1.17,0.72,0.4,14,0,All material was dried at 40 centigrades.
2007-02-22,A,3,25.01,1.29,0.89,1.19,14,4.5,All material was dried at 40 centigrades.
2007-02-22,A,4,26.9,7.84,1.85,2.54,14,8,All material was dried at 40 centigrades.
2007-02-22,B,1,73.92,38.76,3.5,0.17,14,7,All material was dried at 40 centigrades.
2007-02-22,B,2,25.91,2.93,1.73,1.54,14,0,All material was dried at 40 centigrades.
2007-02-22,B,3,55.96,19.58,3.64,3.46,14,3,All material was dried at 40 centigrades.
2007-02-22,B,4,11.11,1.65,1.13,0.65,14,5.5,All material was dried at 40 centigrades.
2007-02-22,C,1,35.2,7.36,2.08,11.58,14,5,All material was dried at 40 centigrades.
2007-02-22,C,2,35,16.61,1.22,0.42,14,6,All material was dried at 40 centigrades.
2007-02-22,C,3,29.97,1.89,1.22,1.88,14,1,All material was dried at 40 centigrades.
2007-02-22,C,4,48.35,28.42,2.85,14.29,14,0,All material was dried at 40 centigrades.
2007-03-08,A,1,46.38,7.5,3.02,10.05,14,8,All material was dried at 40 centigrades.
2007-03-08,A,2,23.26,1.95,1.68,0.28,14,0,All material was dried at 40 centigrades.
2007-03-08,A,3,19.53,8.86,0.84,0.19,14,0,All material was dried at 40 centigrades.
2007-03-08,A,4,57.14,6.21,2.85,2.34,14,11,All material was dried at 40 centigrades.
2007-03-08,B,1,58.3,6.72,2.37,3.03,14,5,All material was dried at 40 centigrades.
2007-03-08,B,2,17.82,24.1,0.56,2.37,14,0,All material was dried at 40 centigrades.
2007-03-08,B,3,66.58,33.51,4.14,7.98,14,10,All material was dried at 40 centigrades.
2007-03-08,B,4,16.56,2.51,1.1,0.96,14,0,All material was dried at 40 centigrades.
2007-03-08,C,1,52.33,9.5,1.62,8.27,14,0,All material was dried at 40 centigrades.
2007-03-08,C,2,25.67,2.22,0.44,0.8,14,0,All material was dried at 40 centigrades.
2007-03-08,C,3,33.53,7.49,1.16,2.68,14,0,All material was dried at 40 centigrades.
2007-03-08,C,4,53.6,18.16,1.3,9.21,14,0,All material was dried at 40 centigrades.
2007-03-26,A,1,26.83,8.49,0.71,9.85,18,3.9,All material was dried at 40 centigrades.
2007-03-26,A,2,10.69,1.34,0.83,0,18,0,All material was dried at 40 centigrades.
2007-03-26,A,3,26.4,3.56,0.98,0.72,18,0,All material was dried at 40 centigrades.
2007-03-26,A,4,29.47,3.27,1.64,5.08,18,5.2,All material was dried at 40 centigrades.
2007-03-26,B,1,41.57,3.13,1.97,1.81,18,6.1,All material was dried at 40 centigrades.
2007-03-26,B,2,12.58,1.28,0.76,0.57,18,0,All material was dried at 40 centigrades.
2007-03-26,B,3,64.49,10.76,1.82,4.81,18,3.9,All material was dried at 40 centigrades.
2007-03-26,B,4,7.91,0.16,0.4,0.51,18,0,All material was dried at 40 centigrades.
2007-03-26,C,1,65.26,3.8,1.82,5.68,18,4.2,All material was dried at 40 centigrades.
2007-03-26,C,2,29.44,7.44,0.98,0.42,18,1.6,All material was dried at 40 centigrades.
2007-03-26,C,3,24.88,7.02,0.6,0.71,18,3.1,All material was dried at 40 centigrades.
2007-03-26,C,4,38.47,5.78,2.06,4.43,18,2.7,All material was dried at 40 centigrades.
2007-04-03,A,1,18.03,69.65,3,1.75,8,2.6,All material was dried at 40 centigrades.
2007-04-03,A,2,4.05,1.25,1.48,0.29,8,0,All material was dried at 40 centigrades.
2007-04-03,A,3,11.23,1.77,0.62,0.42,8,6.4,All material was dried at 40 centigrades.
2007-04-03,A,4,32.1,6.72,0.93,1.43,8,7.5,All material was dried at 40 centigrades.
2007-04-03,B,1,19.01,2.75,1.25,1.78,8,0,All material was dried at 40 centigrades.
2007-04-03,B,2,9.37,1.98,1.7,0.24,8,0,All material was dried at 40 centigrades.
2007-04-03,B,3,26.36,6.26,2.42,8.04,8,14.3,All material was dried at 40 centigrades.
2007-04-03,B,4,7.42,0.69,0.92,0.66,8,0,All material was dried at 40 centigrades.
2007-04-03,C,1,25.05,2.32,2.25,5.28,8,7.8,All material was dried at 40 centigrades.
2007-04-03,C,2,10.13,1.47,1.13,0.54,8,0,All material was dried at 40 centigrades.
2007-04-03,C,3,12.5,3.52,0.71,0.75,8,3,All material was dried at 40 centigrades.
2007-04-03,C,4,17.72,2.57,1.33,3.72,8,6.1,All material was dried at 40 centigrades.
2007-04-19,A,1,48.46,6.21,1.05,5.22,16,7,All material was dried at 40 centigrades.
2007-04-19,A,2,16.58,0.91,0.85,0.4,16,0,All material was dried at 40 centigrades.
2007-04-19,A,3,57.16,13.39,0.57,0.65,16,0,All material was dried at 40 centigrades.
2007-04-19,A,4,91.27,25.59,1.31,0.84,16,0,All material was dried at 40 centigrades.
2007-04-19,B,1,62.14,12.24,0.95,1.79,16,0,All material was dried at 40 centigrades.
2007-04-19,B,2,24.82,3.52,0.86,1.75,16,0,All material was dried at 40 centigrades.
2007-04-19,B,3,67.98,8.2,2.04,11.4,16,5,All material was dried at 40 centigrades.
2007-04-19,B,4,26.54,2.79,0.55,0.67,16,0,All material was dried at 40 centigrades.
2007-04-19,C,1,116.48,14.71,2.51,13.87,16,0,All material was dried at 40 centigrades.
2007-04-19,C,2,35.7,3.96,1.07,0.08,16,0,All material was dried at 40 centigrades.
2007-04-19,C,3,39.39,15,0.7,2.29,16,0,All material was dried at 40 centigrades.
2007-04-19,C,4,75.05,12.19,4.96,10.09,16,1,All material was dried at 40 centigrades.
2007-05-03,A,1,141.01,8.16,1.22,8.17,14,7,All material was dried at 40 centigrades.
2007-05-03,A,2,16.92,1.9,0.44,2.15,14,0,All material was dried at 40 centigrades.
2007-05-03,A,3,56.6,4.55,1.12,0.17,14,0,All material was dried at 40 centigrades.
2007-05-03,A,4,45.54,49.41,3.02,3.42,14,0,All material was dried at 40 centigrades.
2007-05-03,B,1,48.75,13.39,3.08,2.8,14,0,All material was dried at 40 centigrades.
2007-05-03,B,2,47.05,3.28,0.83,1.09,14,0,All material was dried at 40 centigrades.
2007-05-03,B,3,90.74,21.15,4.23,5.02,14,5,All material was dried at 40 centigrades.
2007-05-03,B,4,19.38,0.99,0.38,0.23,14,0,All material was dried at 40 centigrades.
2007-05-03,C,1,152.14,20.7,2.76,8.25,14,0,All material was dried at 40 centigrades.
2007-05-03,C,2,36.05,1.91,0.87,1.11,14,0,All material was dried at 40 centigrades.
2007-05-03,C,3,77.89,2.66,1.13,1.6,14,0,All material was dried at 40 centigrades.
2007-05-03,C,4,69.35,10.19,3.95,4.42,14,1,All material was dried at 40 centigrades.
2007-05-17,A,1,85.6,3.42,2.8,13.27,14,0,All material was dried at 40 centigrades.
2007-05-17,A,2,12.81,1.26,0.86,2.63,14,0,All material was dried at 40 centigrades.
2007-05-17,A,3,33.4,1.92,2.21,4.24,14,0,All material was dried at 40 centigrades.
2007-05-17,A,4,31.13,7.47,4.05,7.79,14,5.2,All material was dried at 40 centigrades.
2007-05-17,B,1,35.59,4.2,1.63,4.68,14,11.17,All material was dried at 40 centigrades.
2007-05-17,B,2,70.39,1.62,0.97,0.71,14,6.8,All material was dried at 40 centigrades.
2007-05-17,B,3,86.18,7.31,2.81,12.18,14,4.15,All material was dried at 40 centigrades.
2007-05-17,B,4,14.84,1.4,2.14,2.71,14,4.43,All material was dried at 40 centigrades.
2007-05-17,C,1,254.23,6.45,4.13,18.59,14,2.45,All material was dried at 40 centigrades.
2007-05-17,C,2,37.61,2.69,2.81,1.5,14,0,All material was dried at 40 centigrades.
2007-05-17,C,3,37.21,2.44,1.1,3.7,14,0,All material was dried at 40 centigrades.
2007-05-17,C,4,29.84,19.02,3.63,2.91,14,6,All material was dried at 40 centigrades.
2007-05-31,A,1,61.97,5.1,1.41,9.56,14,1,All material was dried at 40 centigrades.
2007-05-31,A,2,42.88,3.74,0.48,0.84,14,0,All material was dried at 40 centigrades.
2007-05-31,A,3,43.65,3.05,1.47,0.5,14,0,All material was dried at 40 centigrades.
2007-05-31,A,4,57.58,13.12,2.08,5.13,14,0,All material was dried at 40 centigrades.
2007-05-31,B,1,81.09,5.9,1.7,5.23,14,0,All material was dried at 40 centigrades.
2007-05-31,B,2,65.34,2.7,0.92,2.56,14,0,All material was dried at 40 centigrades.
2007-05-31,B,3,100,9.62,2.22,5.28,14,4,All material was dried at 40 centigrades.
2007-05-31,B,4,34.27,0.32,0.62,0.51,14,0,All material was dried at 40 centigrades.
2007-05-31,C,1,29.11,4.53,1.45,9.17,14,0,All material was dried at 40 centigrades.
2007-05-31,C,2,54.94,4.63,1.11,1.13,14,0,All material was dried at 40 centigrades.
2007-05-31,C,3,35.28,2.1,1.3,1.97,14,0,All material was dried at 40 centigrades.
2007-05-31,C,4,67.97,16.48,1.43,4.91,14,2,All material was dried at 40 centigrades.
2007-06-14,A,1,50.24,9.81,2.79,4.57,14,11.3,All material was dried at 40 centigrades.
2007-06-14,A,2,46.59,5.54,1.73,0.49,14,4.2,All material was dried at 40 centigrades.
2007-06-14,A,3,25.89,2.16,1.61,0,14,0,All material was dried at 40 centigrades.
2007-06-14,A,4,46.49,12.04,1.13,6.81,14,1.9,All material was dried at 40 centigrades.
2007-06-14,B,1,75.3,10.32,1.9,4.25,14,1.5,All material was dried at 40 centigrades.
2007-06-14,B,2,48.81,18.57,2.07,1.47,14,3.1,All material was dried at 40 centigrades.
2007-06-14,B,3,77.51,9.98,4.68,2.95,14,2.6,All material was dried at 40 centigrades.
2007-06-14,B,4,15.65,0.51,0.89,1.82,14,0,All material was dried at 40 centigrades.
2007-06-14,C,1,39.95,3.13,4.06,0.65,14,7.2,All material was dried at 40 centigrades.
2007-06-14,C,2,43.44,4.49,1.12,1.76,14,4.3,All material was dried at 40 centigrades.
2007-06-14,C,3,38.01,2.51,1.33,0.6,14,1.6,All material was dried at 40 centigrades.
2007-06-14,C,4,66.84,11.73,5.61,6.87,14,3.95,All material was dried at 40 centigrades.
2007-06-28,A,1,20.33,4.02,0.46,10.26,14,0,All material was dried at 40 centigrades.
2007-06-28,A,2,25.42,1.52,0.32,2.69,14,0,All material was dried at 40 centigrades.
2007-06-28,A,3,28.65,1.36,1.79,0.26,14,0,All material was dried at 40 centigrades.
2007-06-28,A,4,18.02,13.5,1.8,7.8,14,1.9,All material was dried at 40 centigrades.
2007-06-28,B,1,45.56,5.65,4.03,8.43,14,0,All material was dried at 40 centigrades.
2007-06-28,B,2,12.87,2.45,0.74,0.97,14,0,All material was dried at 40 centigrades.
2007-06-28,B,3,47.13,6.4,0.56,47.13,14,1.1,All material was dried at 40 centigrades.
2007-06-28,B,4,14.8,0.4,1.41,0.13,14,0,All material was dried at 40 centigrades.
2007-06-28,C,1,53.04,7.64,2.99,3.78,14,0,All material was dried at 40 centigrades.
2007-06-28,C,2,47,6.45,1.7,2,14,0,All material was dried at 40 centigrades.
2007-06-28,C,3,29.31,3.55,0,1.95,14,0,All material was dried at 40 centigrades.
2007-06-28,C,4,55.89,52.14,3.41,4.97,14,2.9,All material was dried at 40 centigrades.
2007-07-12,A,1,30.96,4.21,1.68,24.1,14,7,All material was dried at 40 centigrades.
2007-07-12,A,2,21.41,1.74,0.85,2.52,14,1,All material was dried at 40 centigrades.
2007-07-12,A,3,20.83,1.8,1.45,2.51,14,8,All material was dried at 40 centigrades.
2007-07-12,A,4,30.51,5.38,2.45,10.75,14,8,All material was dried at 40 centigrades.
2007-07-12,B,1,44.25,15.68,3.27,26.1,14,0.5,All material was dried at 40 centigrades.
2007-07-12,B,2,27.4,2.31,1.1,3.3,14,0,All material was dried at 40 centigrades.
2007-07-12,B,3,49.15,6.11,2.22,25.83,14,0.5,All material was dried at 40 centigrades.
2007-07-12,B,4,13.15,0.4,1.2,0.15,14,0,All material was dried at 40 centigrades.
2007-07-12,C,1,37.19,8.8,2.64,20.1,14,0.5,All material was dried at 40 centigrades.
2007-07-12,C,2,34.11,5.17,0.55,4.66,14,2.8,All material was dried at 40 centigrades.
2007-07-12,C,3,65.03,1.96,0.37,3.68,14,0,All material was dried at 40 centigrades.
2007-07-12,C,4,62.81,12.09,0.68,19.47,14,0,All material was dried at 40 centigrades.
2007-07-26,A,1,34.26,4.69,1.81,16.33,14,16,All material was dried at 40 centigrades.
