DATACODE,CARDTYPE,STUDYID,STAND,PLOT,YEAR,SPECIES,DECAY,POSITION,WVOL,BVOL,TVOL,WMASS,BMASS,TMASS,PCOVER,SURFAREA,N,P,K,CA,MG,MN,NA,S
TD012,4,ESSA,B684,   1,1999,PSME,1,S,0.93279,0.21880,1.15159,0.41975,0.09584,0.51559,0.00245,57.38105,0.46403,0.02062,0.07992,0.72183,0.03609,0.02836,0.01237,
TD012,4,ESSA,B684,   1,1999,PSME,2,P,15.33806,3.18393,18.52199,5.23028,1.39456,6.62484,0.10369,63.33391,6.62484,0.25837,0.98048,7.94981,0.54324,0.40412,0.19875,
TD012,4,ESSA,B684,   1,1999,PSME,3,L,88.59386,11.67080,100.26467,24.54049,5.11181,29.65231,2.07124,613.20612,29.65231,1.21575,4.18098,32.61754,3.64722,4.68507,1.15644,
TD012,4,ESSA,B684,   1,1999,PSME,3,P,45.03025,6.66239,51.69264,12.47339,2.91813,15.39151,0.51497,220.38546,15.39151,0.63105,2.17019,16.93066,1.89316,2.43185,0.60027,
TD012,4,ESSA,B684,   1,1999,TSHE,3,L,1.18055,0.07415,1.25470,0.28569,0.03077,0.31647,0.06917,20.89440,0.37976,0.02785,0.11235,0.53799,0.06361,0.09209,0.01329,
TD012,4,ESSA,B684,   1,1999,TSHE,3,P,1.01288,0.06362,1.07650,0.24512,0.02640,0.27152,0.00648,14.71388,0.32582,0.02389,0.09639,0.46158,0.05458,0.07901,0.01140,
TD012,4,ESSA,B684,   1,1999,TSHE,4,L,7.01569,0.14245,7.15813,1.02430,0.05911,1.08341,0.28807,89.16082,2.70852,0.14626,0.22535,2.27515,0.23077,0.06717,0.04767,
TD012,4,ESSA,B684,   1,1999,TSHE,4,P,9.13034,0.18538,9.31573,1.33303,0.07694,1.40997,0.07333,53.22725,3.52491,0.19035,0.29327,2.96092,0.30032,0.08742,0.06204,
TD012,4,ESSA,B684,   1,1999,UNKN,3,L,33.42365,4.40300,37.82667,9.25833,1.92851,11.18687,1.23530,386.40634,11.18687,0.45867,1.57734,12.30555,1.37599,1.76753,0.43630,
TD012,4,ESSA,B684,   1,1999,UNKN,4,L,10.86171,0.44786,11.30953,1.48806,0.19616,1.68422,0.62986,193.05591,4.04212,0.18695,0.28800,2.86318,0.42442,0.08757,0.08422,
TD012,4,ESSA,B684,   1,1999,UNKN,5,L,1.85082,0.01865,1.86947,0.27392,0.00817,0.28209,0.09155,20.73987,1.26009,0.07532,0.08745,0.84627,0.18505,0.01580,0.05444,
TD012,4,ESSA,B684,   1,1999,UNKN,5,S,1.75590,0.01769,1.77360,0.25987,0.00775,0.26762,0.09587,13.62570,1.19547,0.07146,0.08296,0.80287,0.17556,0.01499,0.05165,
TD012,4,ESSA,B684,   2,1999,ACMA,1,L,0.59246,0.13897,0.73143,0.26660,0.06087,0.32748,0.11887,52.13895,0.29473,0.01310,0.05076,0.45847,0.02292,0.01801,0.00786,
TD012,4,ESSA,B684,   2,1999,ALRU,1,S,0.40669,0.09540,0.50209,0.18301,0.04178,0.22480,0.00113,25.61105,0.20232,0.00899,0.03484,0.31471,0.01574,0.01236,0.00540,
TD012,4,ESSA,B684,   2,1999,ALRU,2,S,0.28236,0.05861,0.34097,0.09628,0.02567,0.12196,0.00135,12.41587,0.12196,0.00476,0.01805,0.14635,0.01000,0.00744,0.00366,
TD012,4,ESSA,B684,   2,1999,CACH,1,L,0.22573,0.05295,0.27868,0.10158,0.02319,0.12477,0.03777,15.33499,0.11229,0.00499,0.01934,0.17468,0.00873,0.00686,0.00299,
TD012,4,ESSA,B684,   2,1999,PSME,3,L,143.48657,18.90204,162.38861,39.74576,8.27909,48.02487,3.10142,986.25510,48.02487,1.96902,6.77151,52.82736,5.90705,7.58793,1.87298,
TD012,4,ESSA,B684,   2,1999,PSME,3,P,44.89825,5.91462,50.81288,12.43683,2.59060,15.02742,0.27980,177.17291,15.02742,0.61613,2.11886,16.53017,1.84838,2.37433,0.58607,
TD012,4,ESSA,B684,   2,1999,PSME,3,S,0.71381,0.09403,0.80784,0.19772,0.04119,0.23891,0.00734,11.54056,0.23891,0.00980,0.03369,0.26280,0.02939,0.03775,0.00932,
TD012,4,ESSA,B684,   2,1999,PSME,4,L,144.52494,5.95916,150.48411,19.79990,2.61011,22.41005,3.63332,1172.79788,53.78408,2.48752,3.83213,38.09705,5.64733,1.16532,1.12049,
TD012,4,ESSA,B684,   2,1999,PSME,5,L,36.45760,0.36731,36.82495,5.39572,0.16089,5.55663,1.58586,413.72876,24.82141,1.48361,1.72254,16.66986,3.64514,0.31118,1.07244,
TD012,4,ESSA,B684,   2,1999,TSHE,4,L,13.77139,0.27961,14.05100,2.01062,0.11604,2.12666,0.17890,56.20401,5.31666,0.28710,0.44235,4.46599,0.45298,0.13185,0.09357,
TD012,4,ESSA,B684,   2,1999,TSHE,4,P,11.05552,0.22447,11.27999,1.61410,0.09316,1.70726,0.07390,77.15649,4.26814,0.23048,0.35511,3.58524,0.36364,0.10585,0.07512,
TD012,4,ESSA,B684,   2,1999,UNKN,4,L,8.55594,0.35279,8.90873,1.17216,0.15452,1.32668,0.29817,82.10902,3.18404,0.14726,0.22686,2.25536,0.33432,0.06899,0.06633,
TD012,4,ESSA,B684,   2,1999,UNKN,4,P,3.45666,0.14253,3.59919,0.47356,0.06243,0.53599,0.03958,20.79990,1.28637,0.05949,0.09165,0.91118,0.13507,0.02787,0.02680,
TD012,4,ESSA,B684,   2,1999,UNKN,5,L,11.65516,0.11743,11.77259,1.72497,0.05144,1.77639,0.59832,158.31091,7.93517,0.47430,0.55069,5.32919,1.16531,0.09948,0.34284,
TD012,4,ESSA,B684,   3,1999,PSME,3,L,7.45541,0.98213,8.43755,2.06515,0.43017,2.49532,0.33751,103.76501,2.49532,0.10232,0.35183,2.74485,0.30692,0.39426,0.09732,
TD012,4,ESSA,B684,   3,1999,PSME,3,P,66.61458,8.77538,75.38999,18.45223,3.84362,22.29586,0.61776,266.62893,22.29586,0.91413,3.14371,24.52545,2.74240,3.52275,0.86953,
TD012,4,ESSA,B684,   3,1999,TSHE,4,P,7.91628,0.16073,8.07701,1.15578,0.06670,1.22248,0.06978,44.39587,3.05621,0.16503,0.25427,2.56721,0.26039,0.07579,0.05379,
TD012,4,ESSA,B684,   3,1999,UNKN,4,L,2.67649,0.11036,2.78685,0.36669,0.04833,0.41502,0.19292,68.67290,0.99605,0.04606,0.07096,0.70552,0.10458,0.02158,0.02075,
TD012,4,ESSA,B739,   1,1999,ALRU,2,S,0.17876,0.03711,0.21586,0.06096,0.01625,0.07721,0.00098,15.21144,0.07721,0.00301,0.01143,0.09265,0.00633,0.00471,0.00232,
TD012,4,ESSA,B739,   1,1999,PSME,1,L,4.21104,0.98778,5.19880,1.89497,0.43265,2.32761,0.58517,231.76740,2.09486,0.09309,0.36078,3.25865,0.16295,0.12803,0.05586,
TD012,4,ESSA,B739,   1,1999,PSME,1,S,8.84264,2.07420,10.91685,3.97919,0.90851,4.88768,0.01704,341.56336,4.39893,0.19550,0.75759,6.84275,0.34214,0.26881,0.11732,
TD012,4,ESSA,B739,   1,1999,PSME,2,L,7.52047,1.56114,9.08162,2.56449,0.68379,3.24825,0.86896,294.03437,3.24825,0.12667,0.48075,3.89791,0.26636,0.19813,0.09744,
TD012,4,ESSA,B739,   1,1999,PSME,2,S,6.21435,1.29000,7.50436,2.11906,0.56504,2.68412,0.01327,320.25745,2.68412,0.10469,0.39723,3.22091,0.22010,0.16372,0.08051,
TD012,4,ESSA,B739,   1,1999,PSME,3,L,71.28608,9.39077,80.67685,19.74625,4.11316,23.85942,1.86934,584.34921,23.85942,0.97824,3.36417,26.24535,2.93471,3.76978,0.93053,
TD012,4,ESSA,B739,   1,1999,PSME,3,P,32.90905,5.08802,37.99709,9.11580,2.22856,11.34437,0.62844,206.39634,11.34437,0.46513,1.59956,12.47880,1.39536,1.79240,0.44242,
TD012,4,ESSA,B739,   1,1999,PSME,3,S,0.30836,0.04062,0.34898,0.08541,0.01779,0.10321,0.00098,24.59183,0.10321,0.00423,0.01455,0.11353,0.01269,0.01631,0.00403,
TD012,4,ESSA,B739,   1,1999,PSME,4,L,40.41367,1.66638,42.08005,5.53668,0.72987,6.26653,1.20124,363.17530,15.03971,0.69558,1.07157,10.65313,1.57916,0.32587,0.31333,
TD012,4,ESSA,B739,   1,1999,PSME,4,P,3.13305,0.18431,3.31736,0.42923,0.08073,0.50996,0.09093,36.35475,1.22389,0.05660,0.08720,0.86692,0.12851,0.02652,0.02549,
TD012,4,ESSA,B739,   1,1999,THPL,3,L,63.53768,0.57572,64.11340,15.75734,0.19172,15.94906,1.14635,414.00334,27.11340,1.24403,2.83893,25.51850,2.13717,0.79745,0.49442,
TD012,4,ESSA,B739,   1,1999,THPL,3,P,6.94782,0.06295,7.01077,1.72306,0.02096,1.74402,0.07324,34.98575,2.96484,0.13603,0.31044,2.79044,0.23370,0.08720,0.05406,
TD012,4,ESSA,B739,   1,1999,TSHE,3,P,0.11874,0.00746,0.12620,0.02873,0.00310,0.03183,0.00137,3.62597,0.03820,0.00280,0.01130,0.05411,0.00640,0.00926,0.00134,
TD012,4,ESSA,B739,   1,1999,TSHE,4,P,4.64987,0.09441,4.74428,0.67887,0.03919,0.71805,0.05455,39.17807,1.79515,0.09694,0.14936,1.50793,0.15295,0.04452,0.03159,
TD012,4,ESSA,B739,   1,1999,UNKN,3,L,8.28450,1.09135,9.37586,2.29481,0.47802,2.77282,0.34986,106.81434,2.77282,0.11369,0.39098,3.05010,0.34106,0.43811,0.10813,
TD012,4,ESSA,B739,   1,1999,UNKN,4,L,36.16494,1.49119,37.65611,4.95460,0.65313,5.60773,1.20639,378.27225,13.45856,0.62246,0.95892,9.53315,1.41316,0.29160,0.28040,
TD012,4,ESSA,B739,   1,1999,UNKN,4,P,3.70902,0.16361,3.87263,0.50813,0.07166,0.57979,0.05289,36.31275,1.39151,0.06435,0.09915,0.98566,0.14611,0.03015,0.02899,
TD012,4,ESSA,B739,   1,1999,UNKN,5,L,1.27020,0.01280,1.28300,0.18799,0.00561,0.19360,0.04495,12.00597,0.86479,0.05169,0.06001,0.58079,0.12700,0.01084,0.03736,
TD012,4,ESSA,B739,   2,1999,PSME,2,S,11.57926,2.40367,13.98291,3.94852,1.05280,5.00134,0.01648,270.29244,5.00134,0.19505,0.74020,6.00160,0.41011,0.30508,0.15004,
TD012,4,ESSA,B739,   2,1999,PSME,3,L,212.60765,28.00763,240.61527,58.89231,12.26736,71.15965,4.71785,1591.61542,71.15965,2.91754,10.03352,78.27559,8.75265,11.24323,2.77521,
TD012,4,ESSA,B739,   2,1999,PSME,3,P,82.17404,12.69994,94.87400,22.76220,5.56257,28.32477,1.15329,390.58736,28.32477,1.16131,3.99378,31.15727,3.48394,4.47532,1.10468,
TD012,4,ESSA,B739,   2,1999,PSME,4,L,3.06194,0.12626,3.18819,0.41949,0.05530,0.47479,0.16011,38.76372,1.13948,0.05270,0.08119,0.80713,0.11965,0.02469,0.02374,
TD012,4,ESSA,B739,   2,1999,PSME,4,P,6.93008,0.28575,7.21582,0.94942,0.12516,1.07458,0.06927,28.89540,2.57899,0.11928,0.18375,1.82678,0.27079,0.05588,0.05373,
TD012,4,ESSA,B739,   2,1999,PSME,4,S,22.31857,0.92026,23.23882,3.05765,0.40308,3.46072,0.10012,166.83893,8.30572,0.38414,0.59179,5.88321,0.87210,0.17996,0.17304,
TD012,4,ESSA,B739,   2,1999,TSHE,3,L,5.42830,0.34096,5.76926,1.31364,0.14150,1.45515,0.23489,72.48258,1.74617,0.12805,0.51657,2.47375,0.29248,0.42345,0.06112,
TD012,4,ESSA,B739,   2,1999,TSHE,4,P,0.63542,0.01290,0.64832,0.09277,0.00535,0.09813,0.00541,9.13691,0.24531,0.01325,0.02041,0.20606,0.02090,0.00608,0.00432,
TD012,4,ESSA,B739,   2,1999,UNKN,4,L,56.30495,2.32162,58.62657,7.71379,1.01685,8.73064,1.96128,567.55918,20.95354,0.96911,1.49293,14.84208,2.20012,0.45399,0.43653,
TD012,4,ESSA,B739,   2,1999,UNKN,4,P,1.78496,0.07360,1.85855,0.24454,0.03223,0.27677,0.04094,16.49257,0.66426,0.03072,0.04734,0.47052,0.06975,0.01439,0.01385,
TD012,4,ESSA,B739,   2,1999,UNKN,5,L,10.70004,0.10781,10.80784,1.58360,0.04722,1.63082,0.35353,74.45468,7.28490,0.43543,0.50555,4.89247,1.06982,0.09132,0.31475,
TD012,4,ESSA,B739,   3,1999,ALRU,2,L,3.58597,0.74439,4.33035,1.22283,0.32603,1.54885,0.48442,180.17607,1.54885,0.06040,0.22923,1.85864,0.12700,0.09447,0.04646,
TD012,4,ESSA,B739,   3,1999,ALRU,2,S,3.20746,0.66582,3.87327,1.09375,0.29163,1.38537,0.01010,104.18474,1.38537,0.05403,0.20503,1.66244,0.11359,0.08451,0.04156,
TD012,4,ESSA,B739,   3,1999,ALRU,3,L,1.42986,0.18836,1.61821,0.39607,0.08250,0.47857,0.14954,60.42736,0.47857,0.01962,0.06748,0.52643,0.05887,0.07561,0.01866,
TD012,4,ESSA,B739,   3,1999,PSME,1,L,0.60432,0.14175,0.74607,0.27194,0.06209,0.33403,0.08912,37.47213,0.30063,0.01336,0.05177,0.46764,0.02338,0.01837,0.00802,
TD012,4,ESSA,B739,   3,1999,PSME,2,L,2.80962,0.58322,3.39286,0.95808,0.25546,1.21354,0.36053,138.97961,1.21354,0.04733,0.17960,1.45624,0.09951,0.07403,0.03641,
TD012,4,ESSA,B739,   3,1999,PSME,3,L,48.10281,6.33678,54.43960,13.32448,2.77551,16.09997,1.20198,387.03680,16.09997,0.66009,2.27008,17.70998,1.98029,2.54380,0.62790,
TD012,4,ESSA,B739,   3,1999,PSME,3,P,17.12576,3.21370,20.33946,4.74384,1.40759,6.15143,0.21481,166.03998,6.15143,0.25222,0.86735,6.76658,0.75664,0.97193,0.23990,
TD012,4,ESSA,B739,   3,1999,PSME,4,L,24.45745,1.00845,25.46590,3.35066,0.44171,3.79237,0.73118,219.07030,9.10169,0.42094,0.64849,6.44703,0.95569,0.19720,0.18962,
TD012,4,ESSA,B739,   3,1999,PSME,4,P,5.75658,0.23736,5.99394,0.78866,0.10397,0.89262,0.09117,30.34307,2.14228,0.09908,0.15263,1.51745,0.22494,0.04641,0.04463,
TD012,4,ESSA,B739,   3,1999,THPL,3,P,9.43707,0.08707,9.52414,2.34040,0.02899,2.36939,0.09653,45.72104,4.02796,0.18481,0.42175,3.79102,0.31750,0.11847,0.07345,
TD012,4,ESSA,B739,   3,1999,TSHE,4,P,4.10102,0.08326,4.18430,0.59876,0.03456,0.63330,0.05203,37.58595,1.58326,0.08550,0.13172,1.32994,0.13490,0.03927,0.02787,
TD012,4,ESSA,B739,   3,1999,UNKN,3,L,24.24630,3.19405,27.44036,6.71623,1.39901,8.11522,0.87170,275.29076,8.11522,0.33272,1.14425,8.92674,0.99817,1.28221,0.31648,
TD012,4,ESSA,B739,   3,1999,UNKN,3,P,0.61381,0.10454,0.71835,0.17002,0.04579,0.21581,0.01379,12.95833,0.21581,0.00885,0.03043,0.23739,0.02655,0.03410,0.00842,
TD012,4,ESSA,B739,   3,1999,UNKN,4,L,44.38452,1.83011,46.21461,6.08069,0.80160,6.88227,1.23334,387.82958,16.51743,0.76394,1.17687,11.69984,1.73434,0.35788,0.34412,
TD012,4,ESSA,B739,   3,1999,UNKN,4,P,3.31234,0.13657,3.44892,0.45378,0.05984,0.51362,0.04019,35.75358,1.23268,0.05701,0.08783,0.87313,0.12943,0.02671,0.02567,
TD012,4,ESSA,B739,   3,1999,UNKN,4,S,1.16213,0.04792,1.21005,0.15921,0.02099,0.18020,0.01273,12.41213,0.43248,0.02000,0.03081,0.30634,0.04541,0.00937,0.00901,
TD012,4,ESSA,B739,   3,1999,UNKN,5,L,2.23932,0.02256,2.26188,0.33142,0.00988,0.34130,0.12406,31.74085,1.52460,0.09113,0.10580,1.02391,0.22389,0.01911,0.06587,
TD012,4,ESSA,CB388,   1,2000,PSME,2,L,76.66067,15.91350,92.57418,26.14130,6.97012,33.11140,2.12607,758.65813,33.11140,1.29135,4.90049,39.73369,2.71513,2.01979,0.99334,
TD012,4,ESSA,CB388,   1,2000,PSME,2,S,136.05609,28.24302,164.29911,46.39512,12.37045,58.76556,0.20650,896.92937,58.76556,2.29185,8.69731,70.51868,4.81878,3.58469,1.76296,
TD012,4,ESSA,CB388,   1,2000,PSME,3,L,184.80299,24.34480,209.14780,51.19042,10.66301,61.85345,4.76111,1571.89405,61.85345,2.53599,8.72134,68.03880,7.60798,9.77286,2.41227,
TD012,4,ESSA,CB388,   1,2000,PSME,3,S,200.89476,26.46463,227.35939,55.64785,11.59150,67.23936,0.39878,1339.81160,67.23936,2.75682,9.48076,73.96329,8.27043,10.62381,2.62234,
TD012,4,ESSA,CB388,   1,2000,PSME,4,L,20.09901,0.82874,20.92776,2.75357,0.36299,3.11655,0.78050,219.02652,7.47972,0.34594,0.53293,5.29813,0.78537,0.16206,0.15583,
TD012,4,ESSA,CB388,   1,2000,PSME,4,S,3.67431,0.15150,3.82581,0.50338,0.06636,0.56974,0.04300,28.46668,1.36737,0.06324,0.09743,0.96856,0.14357,0.02963,0.02849,
TD012,4,ESSA,CB388,   1,2000,THPL,1,L,0.70076,0.04402,0.74477,0.22284,0.01466,0.23750,0.08621,39.84750,0.26125,0.01140,0.06626,0.38000,0.02209,0.00736,0.00736,
TD012,4,ESSA,CB388,   1,2000,THPL,2,L,0.38118,0.02145,0.40263,0.09873,0.00714,0.10587,0.04828,19.49956,0.14822,0.00540,0.03314,0.17998,0.01556,0.00254,0.00254,
TD012,4,ESSA,CB388,   1,2000,THPL,2,S,0.69912,0.03934,0.73846,0.18107,0.01310,0.19417,0.00244,26.04451,0.27184,0.00990,0.06078,0.33009,0.02854,0.00466,0.00466,
TD012,4,ESSA,CB388,   1,2000,TSHE,1,L,3.77760,0.40811,4.18570,1.42038,0.13590,1.55627,0.32446,131.12377,1.24503,0.14474,1.18277,2.17878,0.22721,0.38907,0.02802,
TD012,4,ESSA,CB388,   1,2000,TSHE,1,S,0.62279,0.06728,0.69007,0.23417,0.02240,0.25657,0.00277,34.38443,0.20526,0.02386,0.19499,0.35920,0.03746,0.06414,0.00462,
TD012,4,ESSA,CB388,   1,2000,TSHE,2,L,6.88893,0.66451,7.55344,2.03223,0.27577,2.30801,0.31467,110.54969,2.53880,0.13618,0.46852,3.00041,0.19848,0.26542,0.05078,
TD012,4,ESSA,CB388,   1,2000,TSHE,2,S,0.40047,0.03863,0.43910,0.11814,0.01603,0.13417,0.00156,17.67620,0.14759,0.00792,0.02724,0.17442,0.01154,0.01543,0.00295,
TD012,4,ESSA,CB388,   1,2000,TSHE,3,L,50.98108,3.20224,54.18330,12.33742,1.32893,13.66635,1.43403,480.41862,16.39961,1.20264,4.85155,23.23279,2.74694,3.97691,0.57398,
TD012,4,ESSA,CB388,   1,2000,TSHE,4,L,9.12749,0.18533,9.31282,1.33261,0.07691,1.40952,0.32216,88.92906,3.52381,0.19029,0.29318,2.96000,0.30023,0.08739,0.06202,
TD012,4,ESSA,CB388,   1,2000,TSHE,4,S,3.93273,0.07985,4.01258,0.57418,0.03314,0.60732,0.02292,37.35640,1.51829,0.08199,0.12632,1.27536,0.12936,0.03765,0.02672,
TD012,4,ESSA,CB388,   1,2000,UNKN,3,L,47.65398,6.27764,53.93161,13.20015,2.74960,15.94975,1.58441,486.11372,15.94975,0.65394,2.24893,17.54473,1.96181,2.52007,0.62204,
TD012,4,ESSA,CB388,   1,2000,UNKN,4,L,118.90266,4.90269,123.80539,16.28968,2.14737,18.43704,4.28052,1308.80901,44.24890,2.04650,3.15275,31.34300,4.64615,0.95873,0.92187,
TD012,4,ESSA,CB388,   1,2000,UNKN,5,L,145.62076,1.46719,147.08793,21.55185,0.64261,22.19449,5.70176,1631.79736,99.14285,5.92592,6.88032,66.58351,14.55959,1.24288,4.28354,
TD012,4,ESSA,CB388,   2,2000,PSME,1,L,1.53907,0.36102,1.90009,0.69258,0.15813,0.85071,0.08050,25.06208,0.76564,0.03403,0.13186,1.19099,0.05955,0.04679,0.02042,
TD012,4,ESSA,CB388,   2,2000,PSME,1,S,67.91465,15.93060,83.84525,30.56159,6.97760,37.53920,0.09699,358.77990,33.78528,1.50157,5.81858,52.55487,2.62774,2.06466,0.90094,
TD012,4,ESSA,CB388,   2,2000,PSME,2,L,35.67547,7.40564,43.08112,12.16533,3.24367,15.40900,1.41810,450.85452,15.40900,0.60094,2.28052,18.49081,1.26354,0.93996,0.46227,
TD012,4,ESSA,CB388,   2,2000,PSME,3,L,120.83053,15.91746,136.74799,33.47005,6.97185,40.44191,2.99258,892.36298,40.44191,1.65812,5.70231,44.48610,4.97436,6.38981,1.57723,
TD012,4,ESSA,CB388,   2,2000,PSME,3,S,7.66217,1.00937,8.67154,2.12242,0.44210,2.56452,0.00867,74.53984,2.56452,0.10514,0.36160,2.82097,0.31543,0.40519,0.10002,
TD012,4,ESSA,CB388,   2,2000,PSME,4,S,13.21543,0.54491,13.76033,1.81051,0.23867,2.04918,0.06957,96.87247,4.91805,0.22746,0.35041,3.48361,0.51639,0.10656,0.10246,
TD012,4,ESSA,CB388,   2,2000,THPL,1,L,13.66922,0.85859,14.52781,4.34681,0.28591,4.63272,0.58998,210.31652,5.09600,0.22237,1.29253,7.41236,0.43084,0.14362,0.14362,
TD012,4,ESSA,CB388,   2,2000,THPL,2,L,34.22889,1.92601,36.15490,8.86529,0.64136,9.50665,1.44609,478.08058,13.30930,0.48484,2.97559,16.16130,1.39747,0.22816,0.22816,
TD012,4,ESSA,CB388,   2,2000,THPL,2,S,5.91850,0.33302,6.25153,1.53289,0.11090,1.64379,0.01192,117.79156,2.30130,0.08383,0.51451,2.79444,0.24164,0.03945,0.03945,
TD012,4,ESSA,CB388,   2,2000,THPL,3,L,6.04186,0.05474,6.09660,1.49838,0.01824,1.51661,0.34386,125.51638,2.57824,0.11829,0.26996,2.42657,0.20323,0.07583,0.04702,
TD012,4,ESSA,CB388,   2,2000,THPL,3,S,35.14615,0.31846,35.46462,8.71625,0.10605,8.82229,0.03836,317.10454,14.99790,0.68814,1.57037,14.11567,1.18219,0.44111,0.27349,
TD012,4,ESSA,CB388,   2,2000,THPL,4,L,2.33783,0.00000,2.33783,0.36003,0.00000,0.36003,0.15399,62.41098,0.75605,0.03852,0.10189,1.11608,0.11629,0.02880,0.01512,
TD012,4,ESSA,CB388,   2,2000,UNKN,3,L,11.29456,1.48787,12.78244,3.12859,0.65168,3.78028,0.84722,279.01452,3.78028,0.15499,0.53302,4.15833,0.46497,0.59730,0.14743,
TD012,4,ESSA,CB388,   2,2000,UNKN,4,L,17.98608,0.74162,18.72768,2.46409,0.32482,2.78892,0.92274,235.59488,6.69340,0.30957,0.47690,4.74116,0.70281,0.14503,0.13944,
TD012,4,ESSA,CB388,   2,2000,UNKN,5,L,12.38303,0.12477,12.50781,1.83269,0.05465,1.88734,0.52737,166.60911,8.43075,0.50391,0.58507,5.66201,1.23809,0.10568,0.36426,
TD012,4,ESSA,CB388,   3,2000,PSME,1,L,6.19021,1.45202,7.64222,2.78559,0.63598,3.42158,0.38233,136.50872,3.07942,0.13686,0.53035,4.79021,0.23951,0.18818,0.08212,
TD012,4,ESSA,CB388,   3,2000,PSME,2,L,9.21666,1.91323,11.12988,3.14288,0.83799,3.98087,0.47894,174.92570,3.98087,0.15525,0.58916,4.77705,0.32643,0.24284,0.11943,
TD012,4,ESSA,CB388,   3,2000,PSME,3,L,0.14324,0.01887,0.16211,0.03968,0.00826,0.04794,0.01718,5.24755,0.04794,0.00197,0.00676,0.05274,0.00590,0.00757,0.00187,
TD012,4,ESSA,CB388,   3,2000,PSME,3,S,1.96070,0.25829,2.21900,0.54312,0.11313,0.65625,0.01145,37.72956,0.65625,0.02691,0.09253,0.72187,0.08072,0.10369,0.02559,
TD012,4,ESSA,CB388,   3,2000,THPL,1,S,0.58565,0.03679,0.62243,0.18624,0.01225,0.19849,0.00269,17.84297,0.21833,0.00953,0.05538,0.31758,0.01846,0.00615,0.00615,
TD012,4,ESSA,CB388,   3,2000,THPL,2,L,0.84808,0.04772,0.89580,0.21965,0.01589,0.23554,0.08675,37.12711,0.32976,0.01201,0.07373,0.40042,0.03462,0.00565,0.00565,
TD012,4,ESSA,CB388,   3,2000,THPL,3,L,18.34138,0.16619,18.50757,4.54866,0.05534,4.60400,0.78671,253.42049,7.82681,0.35911,0.81951,7.36641,0.61694,0.23020,0.14272,
TD012,4,ESSA,CB388,   3,2000,UNKN,3,L,0.41853,0.05513,0.47366,0.11593,0.02415,0.14008,0.04953,17.08335,0.14008,0.00574,0.01975,0.15409,0.01723,0.02213,0.00546,
TD012,4,ESSA,CB388,   3,2000,UNKN,4,L,10.50309,0.43307,10.93616,1.43892,0.18969,1.62861,0.30723,94.68145,3.90866,0.18078,0.27850,2.76864,0.41041,0.08469,0.08143,
TD012,4,ESSA,CB388,   3,2000,UNKN,5,L,11.26567,0.11350,11.37920,1.66732,0.04971,1.71704,0.48960,149.96329,7.66999,0.45845,0.53227,5.15110,1.12638,0.09614,0.33138,
TD012,4,ESSA,CB388,   3,2000,UNKN,5,S,0.18737,0.00189,0.18925,0.02773,0.00083,0.02856,0.00237,5.04676,0.12756,0.00762,0.00885,0.08567,0.01873,0.00160,0.00551,
TD012,4,ESSA,CB646,   1,2000,PSME,1,S,34.49532,8.09149,42.58681,15.52289,3.54407,19.06697,0.06040,290.86733,17.16027,0.76268,2.95538,26.69375,1.33469,1.04868,0.45761,
TD012,4,ESSA,CB646,   1,2000,PSME,2,L,27.75146,5.76075,33.51221,9.46325,2.52321,11.98645,0.63994,190.33716,11.98645,0.46747,1.77400,14.38374,0.98289,0.73117,0.35959,
TD012,4,ESSA,CB646,   1,2000,PSME,3,L,22.13752,2.91625,25.05377,6.13209,1.27732,7.40942,0.53726,157.57800,7.40942,0.30379,1.04473,8.15035,0.91136,1.17069,0.28897,
TD012,4,ESSA,CB646,   1,2000,PSME,3,S,1.97053,0.25959,2.23012,0.54584,0.11370,0.65954,0.02324,18.58568,0.65954,0.02704,0.09299,0.72549,0.08112,0.10421,0.02572,
TD012,4,ESSA,CB646,   1,2000,PSME,4,L,2.42870,0.10014,2.52885,0.33273,0.04386,0.37659,0.12076,35.19097,0.90383,0.04180,0.06440,0.64022,0.09490,0.01959,0.01883,
TD012,4,ESSA,CB646,   1,2000,PSME,5,L,8.28791,0.08350,8.37142,1.22661,0.03658,1.26319,0.32038,72.00804,5.64265,0.33727,0.39159,3.78956,0.82865,0.07074,0.24379,
TD012,4,ESSA,CB646,   1,2000,TSHE,2,L,22.48991,2.16940,24.65932,6.63453,0.90031,7.53482,0.81430,295.55994,8.28831,0.44456,1.52957,9.79528,0.64800,0.86651,0.16577,
TD012,4,ESSA,CB646,   1,2000,TSHE,2,S,19.89675,1.91926,21.81601,5.86954,0.79650,6.66603,0.02463,234.03040,7.33264,0.39330,1.35321,8.66585,0.57328,0.76659,0.14665,
TD012,4,ESSA,CB646,   1,2000,TSHE,3,L,0.32827,0.02062,0.34889,0.07944,0.00856,0.08800,0.03573,10.07994,0.10560,0.00774,0.03124,0.14960,0.01769,0.02561,0.00370,
TD012,4,ESSA,CB646,   1,2000,TSHE,3,S,18.90628,1.18755,20.09383,4.57532,0.49283,5.06815,0.01960,232.50637,6.08178,0.44600,1.79919,8.61586,1.01870,1.47483,0.21286,
TD012,4,ESSA,CB646,   1,2000,UNKN,2,L,1.15790,0.24036,1.39826,0.39484,0.10528,0.50012,0.07496,20.97011,0.50012,0.01950,0.07402,0.60015,0.04101,0.03051,0.01500,
