Year,Site,Zone,Plot,Quadrat_Area,Flag_Quadrat_Area,Plot_Disturbance,Percent_Calculated_Biomass,Flag_Percent_Calculated_Biomass,Num_Plant_Biomass_m2,Flag_Num_Plant_Biomass_m2,Min_Plant_Biomass_m2,Flag_Min_Plant_Biomass_m2,Max_Plant_Biomass_m2,Flag_Max_Plant_Biomass_m2,Total_Plant_Biomass_m2,Flag_Total_Plant_Biomass_m2,Mean_Plant_Biomass_m2,Flag_Mean_Plant_Biomass_m2,StdDev_Plant_Biomass_m2,Flag_StdDev_Plant_Biomass_m2,SE_Plant_Biomass_m2,Flag_SE_Plant_Biomass_m2
2006,6,1,7,0.25,,1,100,,14,,3.59,,35.31,,235.56,,16.826,,10.902,,2.9138,
2006,6,1,8,0.25,,0,100,,10,,1.76,,41.15,,281.58,,28.158,,14.629,,4.6261,
2006,6,1,12,0.25,,1,100,,24,,1.76,,108.98,,627.89,,26.162,,27.661,,5.6463,
2006,6,1,14,0.25,,1,100,,17,,1.76,,93.91,,546.31,,32.136,,27.702,,6.7187,
2006,6,1,23,0.25,,1,0,,0,,,,,,,,,,,,,
2006,6,2,1,0.0625,,0,100,,12,,1.46,,35.06,,186.09,,15.508,,11.835,,3.4164,
2006,6,2,2,0.0625,,0,100,,10,,5.75,,78.02,,278.38,,27.838,,20.927,,6.6177,
2006,6,2,3,0.0625,,0,100,,19,,3.26,,35.06,,315.89,,16.626,,9.548,,2.1905,
2006,6,2,4,0.0625,,0,100,,8,,5.75,,42.31,,173.24,,21.655,,12.905,,4.5624,
2006,6,2,5,0.0625,,0,100,,20,,1.46,,17.34,,185.04,,9.252,,4.069,,0.9098,
2006,6,2,6,0.0625,,0,100,,10,,3.26,,28.48,,160.25,,16.025,,7.958,,2.5164,
2006,6,2,7,0.0625,,0,100,,19,,1.46,,35.06,,322.5,,16.974,,9.749,,2.2366,
2006,6,2,8,0.0625,,1,0,,0,,,,,,,,,,,,,
2006,7,1,1,0.5,,0,100,,22,,21.58,,123.92,,1483.11,,67.414,,25.953,,5.5332,
2006,7,1,2,0.5,,0,100,,25,,52.28,,217.93,,2961.8,,118.472,,38.552,,7.7103,
2006,7,1,3,0.5,,0,100,,18,,63.24,,166.2,,2154.89,,119.716,,26.07,,6.1447,
2006,7,1,4,0.5,,0,100,,23,,63.24,,190.82,,2706.63,,117.68,,33.885,,7.0655,
2006,7,1,5,0.5,,0,100,,14,,105.97,,166.2,,1829.97,,130.712,,22.887,,6.1169,
2006,7,1,6,0.5,,0,100,,12,,52.28,,143.95,,1059.05,,88.254,,30.859,,8.9082,
2006,7,1,7,0.5,,1,100,,11,,21.58,,75.76,,492.68,,44.789,,16.903,,5.0965,
2006,7,1,8,0.5,,0,100,,14,,42.75,,123.92,,1181.64,,84.403,,25.68,,6.8633,
2006,7,2,1,0.5,,0,100,,12,,35.28,,103.36,,848.07,,70.673,,21.118,,6.0962,
2006,7,2,2,0.5,,0,100,,14,,35.28,,103.36,,816.76,,58.34,,20.843,,5.5706,
2006,7,2,3,0.5,,0,100,,11,,44.83,,124.23,,834.51,,75.865,,29.475,,8.887,
2006,7,2,4,0.5,,0,100,,17,,27.34,,148.1,,1102,,64.823,,28.807,,6.9867,
2006,7,2,5,0.5,,0,100,,11,,27.34,,85.23,,773.68,,70.334,,22.984,,6.9298,
2006,7,2,6,0.5,,0,100,,12,,27.34,,103.36,,774.29,,64.525,,22.724,,6.56,
2006,7,2,7,0.5,,0,100,,10,,15.53,,148.1,,662.99,,66.299,,43.327,,13.7012,
2006,7,2,8,0.5,,0,100,,10,,20.81,,148.1,,752.01,,75.201,,37.96,,12.0039,
2006,8,1,2,0.25,,0,100,,27,,26.81,,228.02,,1769.47,,65.536,,37.446,,7.2065,
2006,8,1,3,0.25,,0,78,,28,,6.32,,25.16,,493.24,,17.616,,4.836,,0.914,
2006,8,1,11,0.25,,0,100,,17,,32.16,,253.48,,1708.42,,100.495,,54.155,,13.1346,
2006,8,1,14,0.25,,0,95,,58,,7.76,,187.21,,1331.25,,22.953,,23.34,,3.0647,
2006,8,1,25,0.25,,0,100,,19,,10.44,,295.61,,2361.87,,124.309,,100.017,,22.9456,
2006,8,1,26,0.25,,0,100,,25,,9.35,,204.28,,1382.04,,55.282,,48.029,,9.6059,
2006,8,1,27,0.25,,0,100,,31,,13.63,,228.02,,2038.46,,65.757,,56.062,,10.069,
2006,8,1,28,0.25,,0,100,,23,,9.08,,280.69,,1514.51,,65.848,,51.837,,10.8087,
2006,8,2,1,0.0625,,0,100,,34,,12.74,,61.11,,1115.4,,32.806,,11.696,,2.0059,
2006,8,2,2,0.0625,,0,0,,0,,,,,,,,,,,,,
2006,8,2,4,0.0625,,0,100,,18,,8.51,,27.92,,359.93,,19.996,,5.965,,1.406,
2006,8,2,5,0.0625,,0,100,,27,,11.2,,49.1,,752.96,,27.887,,11.301,,2.1749,
2006,8,2,6,0.0625,,0,100,,24,,14.91,,49.1,,889.53,,37.064,,8.105,,1.6543,
2006,8,2,7,0.0625,,0,100,,23,,8.51,,46.81,,628.81,,27.34,,11.884,,2.4781,
2006,8,2,13,0.0625,,0,100,,12,,15.67,,35.91,,301.84,,25.153,,5.767,,1.6647,
2006,8,2,18,0.0625,,0,100,,15,,20.63,,44.55,,445.29,,29.686,,8.39,,2.1663,
2006,9,1,1,0.25,,0,100,,49,,2.09,,150.16,,2296.23,,46.862,,58.199,,8.3142,
2006,9,1,2,0.25,,0,100,,22,,4,,150.16,,1987.94,,90.361,,45.014,,9.5971,
2006,9,1,6,0.25,,0,100,,29,,3.73,,180.1,,2037.49,,70.258,,55.631,,10.3304,
2006,9,1,13,0.25,,0,100,,38,,2.09,,96.69,,516.65,,13.596,,26.985,,4.3775,
2006,9,1,14,0.25,,1,100,,20,,2.09,,131.36,,492.28,,24.614,,36.84,,8.2377,
2006,9,1,15,0.25,,0,100,,16,,15.58,,52.9,,456.31,,28.519,,12.88,,3.22,
2006,9,1,17,0.25,,0,100,,20,,6.35,,104.98,,742.65,,37.132,,20.847,,4.6615,
2006,9,1,18,0.25,,0,100,,28,,6.35,,145.37,,2233.62,,79.772,,42.458,,8.0239,
2006,9,2,1,0.0625,,0,100,,17,,5.56,,50.44,,339.6,,19.976,,14.378,,3.4873,
2006,9,2,2,0.0625,,0,100,,10,,8.78,,87.78,,575.34,,57.534,,27.322,,8.6399,
2006,9,2,3,0.0625,,0,100,,19,,8.78,,79.71,,759.51,,39.974,,22.986,,5.2734,
2006,9,2,4,0.0625,,0,100,,9,,8.78,,71.93,,405.76,,45.085,,25.77,,8.5899,
2006,9,2,5,0.0625,,0,100,,17,,8.78,,79.71,,550.85,,32.403,,18.015,,4.3692,
2006,9,2,6,0.0625,,0,100,,14,,8.78,,57.29,,506.94,,36.21,,13.1,,3.5011,
2006,9,2,7,0.0625,,0,100,,8,,37.74,,87.78,,428.46,,53.557,,14.964,,5.2906,
2006,9,2,8,0.0625,,0,100,,3,,16.74,,57.29,,100.49,,33.495,,21.168,,12.2212,
2006,10,1,1,0.25,,1,100,,11,,5.56,,34.19,,264.08,,24.007,,9.531,,2.8737,
2006,10,1,2,0.25,,0,100,,6,,1.03,,24.62,,66.65,,11.108,,9.341,,3.8136,
2006,10,1,3,0.25,,0,100,,14,,1.03,,42.21,,291.41,,20.815,,18.096,,4.8363,
2006,10,1,4,0.25,,1,100,,14,,3.39,,42.21,,361,,25.786,,10.649,,2.8459,
2006,10,1,5,0.25,,1,100,,14,,1.03,,31.67,,236.6,,16.9,,10.111,,2.7022,
2006,10,1,6,0.25,,1,100,,13,,1.69,,34.19,,236.75,,18.211,,11.211,,3.1093,
2006,10,1,7,0.25,,1,100,,4,,5.56,,26.89,,66.69,,16.672,,10.654,,5.3269,
2006,10,1,8,0.25,,0,100,,15,,8.17,,36.78,,346.32,,23.088,,9.257,,2.3901,
2006,10,2,1,0.0625,,0,100,,21,,12.55,,61.73,,761,,36.238,,12.447,,2.7161,
2006,10,2,2,0.0625,,0,100,,14,,4.13,,57.1,,424.41,,30.315,,15.052,,4.0229,
2006,10,2,3,0.0625,,0,100,,8,,6.43,,36.64,,138.64,,17.33,,11.227,,3.9695,
2006,10,2,4,0.0625,,0,100,,14,,4.13,,73.23,,428.18,,30.585,,19.667,,5.2561,
2006,10,2,5,0.0625,,0,100,,19,,2.33,,42.96,,383.44,,20.181,,14.345,,3.291,
2006,10,2,6,0.0625,,0,100,,18,,1.04,,49.78,,384.57,,21.365,,16.43,,3.8725,
2006,10,2,7,0.0625,,0,100,,15,,6.43,,49.78,,342.92,,22.862,,15.418,,3.9808,
2006,10,2,8,0.0625,,0,100,,13,,9.24,,101.16,,552.22,,42.478,,23.024,,6.3858,
2006,10,3,1,0.0625,,0,100,,49,,1.01,,34.03,,1033.85,,21.099,,7.817,,1.1167,
2006,10,3,2,0.0625,,0,100,,18,,18.39,,45.18,,585.31,,32.517,,7.279,,1.7158,
2006,10,3,3,0.0625,,0,100,,30,,13.34,,40.6,,853.42,,28.447,,5.448,,0.9947,
2006,10,3,4,0.0625,,0,100,,44,,6.91,,35.32,,917,,20.841,,7.37,,1.111,
2006,10,3,5,0.0625,,0,100,,31,,20.91,,45.18,,995.5,,32.113,,5.455,,0.9797,
2006,10,3,6,0.0625,,0,100,,27,,27.43,,46.58,,914.58,,33.873,,5.118,,0.9849,
2006,10,3,7,0.0625,,0,100,,32,,6.14,,40.6,,934.2,,29.194,,6.798,,1.2018,
2006,10,3,8,0.0625,,0,100,,40,,10.26,,40.6,,1230.7,,30.768,,8.237,,1.3023,
2007,1,1,1,0.25,,0,100,,16,,0.97,,55.63,,422.63,,26.414,,18.562,,4.6405,
2007,1,1,4,0.25,,0,100,,33,,10.52,,96.27,,1317.99,,39.939,,27.975,,4.8697,
2007,1,1,12,0.25,,0,100,,13,,0.18,,84.21,,446.61,,34.355,,30.172,,8.3683,
2007,1,1,13,0.25,,0,100,,17,,1.45,,40.49,,211.97,,12.469,,11.924,,2.8921,
2007,1,1,17,0.25,,1,100,,10,,2.01,,29.94,,154.37,,15.437,,9.573,,3.0274,
2007,1,1,18,0.25,,1,100,,18,,6.01,,72.88,,585,,32.5,,19.988,,4.7111,
2007,1,1,25,0.25,,0,100,,7,,2.66,,69.26,,196.29,,28.041,,22.01,,8.3189,
2007,1,1,26,0.25,,0,100,,64,,0.28,,104.71,,1906.56,,29.79,,34.343,,4.2929,
2007,1,2,1,0.0625,,0,100,,26,,7.29,,25.98,,410.27,,15.78,,5.014,,0.9833,
2007,1,2,2,0.0625,,0,100,,27,,7.29,,22.49,,387.02,,14.334,,3.586,,0.6902,
2007,1,2,3,0.0625,,0,100,,40,,9.52,,37.7,,900.99,,22.525,,6.019,,0.9516,
2007,1,2,4,0.0625,,0,100,,8,,7.29,,20.82,,105.57,,13.197,,5.108,,1.8059,
2007,1,2,5,0.0625,,0,100,,21,,9.52,,27.81,,368.03,,17.525,,5.549,,1.2109,
2007,1,2,6,0.0625,,0,100,,26,,6.27,,22.49,,385.9,,14.842,,4.819,,0.945,
2007,1,2,7,0.0625,,0,100,,35,,9.52,,24.21,,587.62,,16.789,,3.954,,0.6683,
2007,1,2,8,0.0625,,0,100,,22,,5.32,,24.21,,327.02,,14.864,,4.383,,0.9344,
2007,2,1,5,0.25,,0,100,,20,,7.07,,73.5,,888.37,,44.419,,15.926,,3.5611,
2007,2,1,6,0.25,,1,100,,13,,17.52,,73.5,,602.8,,46.369,,18.446,,5.116,
2007,2,1,7,0.25,,1,100,,9,,10.73,,46.83,,234.12,,26.013,,12.197,,4.0657,
2007,2,1,11,0.25,,1,100,,21,,8.81,,178.39,,1919.57,,91.408,,43.607,,9.5157,
2007,2,1,14,0.25,,0,100,,26,,2.94,,94.33,,1422.79,,54.723,,31.232,,6.1252,
2007,2,1,18,0.25,,0,100,,29,,1.13,,105.65,,1630.35,,56.219,,42.985,,7.9822,
2007,2,1,22,0.25,,0,100,,17,,4.13,,156.81,,1694.71,,99.689,,48.979,,11.8793,
2007,2,1,23,0.25,,0,100,,24,,1.94,,185.87,,1535.54,,63.981,,63.797,,13.0224,
2007,2,2,1,0.0625,,0,100,,14,,4.07,,78.77,,275.29,,19.664,,20.198,,5.3981,
2007,2,2,2,0.0625,,0,100,,21,,2.06,,58.84,,381.18,,18.152,,20.818,,4.5428,
2007,2,2,3,0.0625,,0,100,,20,,2.06,,54.7,,242.03,,12.102,,15.544,,3.4756,
2007,2,2,4,0.0625,,0,100,,8,,4.07,,92.74,,168.94,,21.117,,29.462,,10.4165,
2007,2,2,5,0.0625,,0,100,,19,,0.79,,78.77,,467.61,,24.611,,28.331,,6.4996,
2007,2,2,6,0.0625,,0,100,,7,,10.61,,54.7,,257.69,,36.813,,17.222,,6.5094,
2007,2,2,7,0.0625,,0,100,,18,,0.79,,108.04,,649.98,,36.11,,39.128,,9.2226,
2007,2,2,8,0.0625,,0,100,,13,,0.79,,92.74,,522.81,,40.216,,37.628,,10.436,
2007,3,1,1,0.25,,1,100,,25,,18.84,,60.04,,1174.64,,46.986,,9.628,,1.9256,
2007,3,1,2,0.25,,1,100,,27,,9.57,,41.35,,770.9,,28.552,,9.23,,1.7762,
2007,3,1,3,0.25,,1,100,,16,,5.27,,63.43,,646.56,,40.41,,14.411,,3.6027,
2007,3,1,4,0.25,,1,100,,19,,6.59,,47.27,,495.79,,26.094,,11.871,,2.7233,
2007,3,1,5,0.25,,0,100,,20,,2.07,,35.75,,473.56,,23.678,,10.276,,2.2978,
2007,3,1,6,0.25,,0,100,,19,,2.07,,60.04,,497.77,,26.199,,21.686,,4.9751,
2007,3,1,7,0.25,,0,100,,22,,4.07,,56.74,,623.25,,28.329,,14.692,,3.1324,
2007,3,1,18,0.25,,0,100,,19,,4.07,,60.04,,596.26,,31.382,,17.918,,4.1106,
2007,3,2,1,0.0625,,0,100,,23,,5.41,,35.81,,473.74,,20.598,,9.56,,1.9934,
2007,3,2,2,0.0625,,0,100,,19,,8.58,,42.91,,390.68,,20.562,,8.807,,2.0204,
2007,3,2,3,0.0625,,0,100,,18,,8.58,,52.15,,416.84,,23.158,,10.898,,2.5687,
2007,3,2,4,0.0625,,0,100,,17,,8.58,,28.82,,320.35,,18.844,,7.411,,1.7975,
2007,3,2,5,0.0625,,0,100,,7,,5.41,,12.49,,61.53,,8.79,,2.896,,1.0945,
2007,3,2,6,0.0625,,0,100,,14,,17.16,,61.51,,489.84,,34.989,,14.599,,3.9016,
2007,3,2,7,0.0625,,0,100,,7,,17.16,,82.62,,374.66,,53.523,,23.575,,8.9107,
2007,3,2,8,0.0625,,0,100,,13,,12.49,,43.58,,284.51,,21.886,,10.782,,2.9904,
2007,4,1,1,0.25,,0,100,,25,,2.28,,106.04,,782.5,,31.3,,30.273,,6.0546,
2007,4,1,2,0.25,,0,100,,20,,1.5,,96.1,,688.31,,34.416,,31.859,,7.1239,
2007,4,1,3,0.25,,0,100,,31,,0.41,,127.28,,1443.36,,46.56,,42.941,,7.7124,
2007,4,1,4,0.25,,0,100,,17,,20.04,,106.04,,997.66,,58.686,,21.833,,5.2952,
2007,4,1,8,0.25,,0,100,,27,,2.28,,116.43,,1228.22,,45.49,,36.483,,7.0212,
2007,4,1,15,0.25,,0,100,,8,,57.06,,132.87,,737.64,,92.205,,30.627,,10.8282,
2007,4,1,17,0.25,,0,100,,24,,6.83,,116.43,,1106.59,,46.108,,33.85,,6.9095,
2007,4,1,26,0.25,,0,100,,16,,11.7,,127.28,,1086.9,,67.931,,40.128,,10.0321,
2007,4,2,1,0.0625,,1,100,,9,,2.21,,14.43,,65.24,,7.249,,3.852,,1.284,
2007,4,2,2,0.0625,,0,100,,8,,6.22,,25.31,,85.97,,10.746,,6.166,,2.1801,
2007,4,2,3,0.0625,,1,100,,3,,5.28,,25.31,,38.33,,12.775,,10.923,,6.3065,
2007,4,2,4,0.0625,,0,100,,11,,5.28,,74.49,,344.97,,31.361,,22.95,,6.9196,
2007,4,2,5,0.0625,,0,100,,23,,2.21,,15.83,,184.54,,8.024,,4.305,,0.8977,
2007,4,2,6,0.0625,,0,100,,17,,2.21,,21.14,,134.56,,7.915,,4.741,,1.1499,
2007,4,2,7,0.0625,,0,100,,22,,2.21,,14.43,,148.4,,6.745,,3.388,,0.7223,
2007,4,2,8,0.0625,,0,100,,27,,1.61,,44.99,,368.4,,13.644,,10.213,,1.9656,
2007,5,1,1,0.25,,0,100,,21,,14.53,,111.19,,1145.13,,54.53,,29.462,,6.4291,
2007,5,1,2,0.25,,1,100,,21,,10.77,,149.9,,1436.34,,68.397,,31.239,,6.817,
2007,5,1,3,0.25,,0,100,,30,,14.53,,194.18,,2746.93,,91.564,,60.232,,10.9968,
2007,5,1,4,0.25,,1,100,,3,,48.21,,111.19,,215.06,,71.686,,34.414,,19.869,
2007,5,1,5,0.25,,1,100,,14,,2.81,,78.09,,509.15,,36.368,,21.33,,5.7006,
2007,5,1,7,0.25,,0,100,,18,,2.81,,164.05,,1131.68,,62.871,,45.183,,10.6497,
2007,5,1,8,0.25,,0,100,,17,,18.82,,164.05,,1141.93,,67.172,,39.666,,9.6204,
2007,5,1,16,0.25,,0,100,,21,,7.57,,88.5,,965.6,,45.981,,16.346,,3.5669,
2007,5,2,1,0.0625,,0,100,,13,,0.81,,50.74,,316.64,,24.357,,16.906,,4.6888,
2007,5,2,2,0.0625,,1,100,,8,,0.81,,58.08,,175.59,,21.949,,18.302,,6.4706,
2007,5,2,3,0.0625,,0,100,,13,,0.81,,56.57,,211.96,,16.305,,18.067,,5.0109,
2007,5,2,4,0.0625,,0,100,,22,,0.81,,69.22,,372.71,,16.941,,18.92,,4.0337,
2007,5,2,5,0.0625,,0,100,,22,,0.81,,67.57,,260.18,,11.826,,16.032,,3.4181,
2007,5,2,6,0.0625,,0,100,,27,,0.81,,40.06,,265.82,,9.845,,10.684,,2.0561,
2007,5,2,7,0.0625,,0,100,,28,,0.81,,42.61,,389.8,,13.921,,15.15,,2.8632,
2007,5,2,8,0.0625,,0,100,,33,,0.81,,59.61,,276.55,,8.38,,13.708,,2.3863,
2007,6,1,1,0.25,,0,100,,23,,5.95,,147.83,,1604.21,,69.748,,41.903,,8.7373,
2007,6,1,6,0.25,,1,100,,20,,5.95,,125,,1342.75,,67.137,,45.87,,10.2568,
2007,6,1,7,0.25,,0,100,,20,,5.95,,125,,1333.03,,66.652,,46.102,,10.3087,
2007,6,1,8,0.25,,0,100,,29,,24.8,,66.73,,1221.42,,42.118,,13.274,,2.4649,
2007,6,1,15,0.25,,0,100,,29,,3.59,,93.91,,1458.18,,50.282,,24.391,,4.5294,
2007,6,1,22,0.25,,0,100,,31,,2.6,,136.21,,1880.74,,60.669,,54.371,,9.7653,
2007,6,1,23,0.25,,1,100,,23,,1.76,,114.21,,1025.34,,44.58,,32.505,,6.7778,
2007,6,1,24,0.25,,0,100,,29,,1.06,,103.84,,1907.93,,65.791,,32.634,,6.06,
2007,6,2,1,0.0625,,0,100,,14,,8.93,,58.83,,354.71,,25.336,,13.21,,3.5305,
2007,6,2,2,0.0625,,0,100,,10,,3.26,,50.24,,233.6,,23.36,,12.963,,4.0992,
2007,6,2,3,0.0625,,0,100,,10,,17.34,,35.06,,229.11,,22.911,,6.09,,1.9259,
2007,6,2,4,0.0625,,0,100,,10,,8.93,,35.06,,202.5,,20.25,,9.031,,2.856,
2007,6,2,5,0.0625,,0,100,,9,,5.75,,22.57,,122.44,,13.605,,4.473,,1.4909,
2007,6,2,6,0.0625,,0,100,,9,,5.75,,50.24,,194.17,,21.574,,16.031,,5.3435,
2007,6,2,7,0.0625,,0,100,,10,,3.26,,28.48,,87.53,,8.753,,8.093,,2.5594,
2007,6,2,8,0.0625,,1,0,,0,,,,,,,,,,,,,
2007,7,1,1,0.5,,0,100,,7,,42.75,,143.95,,600.61,,85.801,,33.914,,12.8184,
2007,7,1,2,0.5,,0,100,,14,,63.24,,315.82,,2557.5,,182.678,,78.327,,20.9339,
2007,7,1,3,0.5,,0,100,,9,,143.95,,247.71,,1966.78,,218.531,,36.39,,12.1301,
2007,7,1,4,0.5,,0,100,,15,,143.95,,280.28,,3017.01,,201.134,,45.647,,11.786,
2007,7,1,5,0.5,,0,100,,13,,12.54,,280.28,,2565.73,,197.364,,73.955,,20.5114,
2007,7,1,6,0.5,,0,100,,9,,16.62,,166.2,,918.29,,102.033,,42.811,,14.2703,
2007,7,1,7,0.5,,0,100,,12,,21.58,,105.97,,725.56,,60.464,,25.243,,7.287,
2007,7,1,8,0.5,,0,100,,12,,42.75,,123.92,,993.06,,82.755,,24.25,,7.0004,
2007,7,2,1,0.5,,0,100,,12,,27.34,,124.23,,833.51,,69.459,,35.983,,10.3873,
2007,7,2,2,0.5,,0,100,,9,,27.34,,190.11,,737.82,,81.98,,52.054,,17.3514,
2007,7,2,3,0.5,,0,100,,11,,6.67,,103.36,,721.34,,65.576,,30.037,,9.0564,
2007,7,2,4,0.5,,0,100,,17,,20.81,,124.23,,1045.99,,61.529,,26.536,,6.436,
2007,7,2,5,0.5,,0,100,,17,,35.28,,124.23,,1470.82,,86.519,,28.671,,6.9537,
2007,7,2,6,0.5,,0,100,,11,,27.34,,103.36,,847.02,,77.002,,21.568,,6.5029,
2007,7,2,7,0.5,,0,100,,16,,0.73,,222.69,,1700.84,,106.302,,61.368,,15.342,
2007,7,2,8,0.5,,0,100,,15,,2.89,,222.69,,1651.02,,110.068,,75.933,,19.6058,
2007,8,1,3,0.25,,0,65,,15,,11.11,,95.2,,434.71,,28.98,,29.006,,7.4893,
2007,8,1,12,0.25,,0,100,,23,,8.12,,228.02,,1347.62,,58.592,,50.638,,10.5588,
2007,8,1,14,0.25,,0,100,,16,,13.04,,255.81,,983.74,,61.484,,86.55,,21.6375,
2007,8,1,21,0.25,,0,100,,20,,10.37,,253.48,,1451.38,,72.569,,54.821,,12.2583,
2007,8,1,25,0.25,,0,100,,16,,6.35,,255.81,,1398.43,,87.402,,74.116,,18.529,
2007,8,1,26,0.25,,0,100,,21,,13.04,,54.24,,515.8,,24.562,,9.028,,1.9702,
2007,8,1,27,0.25,,0,100,,15,,19.3,,135.97,,855.19,,57.013,,38.567,,9.9579,
2007,8,1,28,0.25,,0,100,,29,,2.09,,215.94,,2315.83,,79.856,,58.324,,10.8305,
2007,8,2,1,0.0625,,0,100,,51,,18.93,,61.11,,2041.81,,40.036,,8.066,,1.1294,
2007,8,2,2,0.0625,,0,100,,8,,2.47,,42.33,,130.22,,16.278,,14.652,,5.1802,
2007,8,2,4,0.0625,,0,100,,23,,3.79,,40.15,,580.54,,25.241,,9.38,,1.9558,
2007,8,2,5,0.0625,,0,100,,16,,4.97,,46.81,,495.36,,30.96,,14.752,,3.6879,
2007,8,2,6,0.0625,,0,100,,24,,2.99,,53.8,,736.16,,30.673,,15.316,,3.1264,
2007,8,2,7,0.0625,,0,100,,20,,2.99,,42.33,,477.64,,23.882,,12.514,,2.7982,
2007,8,2,13,0.0625,,0,100,,14,,5.29,,42.33,,306.01,,21.858,,12.681,,3.3892,
2007,8,2,18,0.0625,,0,100,,22,,4.97,,46.81,,597.1,,27.141,,12.23,,2.6075,
2007,9,1,1,0.25,,1,100,,25,,4,,159.91,,611.45,,24.458,,39.763,,7.9526,
2007,9,1,2,0.25,,1,100,,31,,4,,159.91,,2811.91,,90.707,,53.594,,9.6259,
2007,9,1,13,0.25,,1,100,,18,,4,,113.53,,748.41,,41.578,,36.945,,8.7081,
2007,9,1,14,0.25,,0,100,,33,,2.09,,140.65,,2379.62,,72.11,,46.008,,8.0089,
2007,9,1,15,0.25,,0,100,,21,,19.3,,84.74,,863.18,,41.104,,19.362,,4.2252,
2007,9,1,16,0.25,,0,100,,25,,2.09,,169.89,,1777.1,,71.084,,56.385,,11.2771,
2007,9,1,17,0.25,,0,100,,32,,7.67,,122.32,,1682.38,,52.574,,28.905,,5.1097,
2007,9,1,18,0.25,,0,100,,39,,6.35,,180.1,,2101.02,,53.872,,35.794,,5.7317,
2007,9,2,1,0.0625,,0,100,,34,,2.92,,67.41,,694.75,,20.434,,16.725,,2.8683,
2007,9,2,2,0.0625,,0,100,,24,,2.92,,101.29,,932.5,,38.854,,33.729,,6.8848,
2007,9,2,3,0.0625,,0,100,,28,,2.92,,92.76,,709.93,,25.355,,23.711,,4.481,
2007,9,2,4,0.0625,,0,100,,13,,4.43,,71.93,,546.51,,42.039,,22.035,,6.1113,
2007,9,2,5,0.0625,,0,100,,14,,2.92,,87.78,,517.03,,36.931,,29.012,,7.7538,
2007,9,2,6,0.0625,,0,100,,13,,16.74,,53.14,,415.68,,31.975,,11.248,,3.1196,
2007,9,2,7,0.0625,,0,100,,23,,2.92,,122.86,,956.45,,41.585,,34.303,,7.1526,
2007,9,2,8,0.0625,,0,100,,16,,2.92,,61.55,,559.63,,34.977,,17.412,,4.353,
2007,10,1,1,0.25,,1,100,,13,,1.03,,88.51,,418.73,,32.21,,31.57,,8.756,
2007,10,1,2,0.25,,1,100,,15,,1.69,,77.41,,343.28,,22.885,,26.254,,6.7788,
2007,10,1,3,0.25,,1,100,,9,,11.17,,57.11,,298.38,,33.154,,15.788,,5.2626,
2007,10,1,4,0.25,,1,100,,27,,1.69,,92.35,,928.71,,34.397,,20.151,,3.8781,
2007,10,1,5,0.25,,0,100,,20,,3.39,,73.85,,695.48,,34.774,,23.196,,5.1867,
2007,10,1,6,0.25,,0,100,,27,,6.81,,73.85,,1133.3,,41.974,,15.801,,3.0409,
2007,10,1,7,0.25,,0,100,,18,,8.17,,60.31,,537.21,,29.845,,15.758,,3.7143,
2007,10,1,8,0.25,,1,100,,21,,3.39,,88.51,,1133.54,,53.978,,30.926,,6.7485,
2007,10,2,1,0.0625,,1,100,,7,,12.55,,64.91,,263.84,,37.691,,21.418,,8.0951,
2007,10,2,2,0.0625,,1,100,,16,,9.24,,101.16,,709.87,,44.367,,21.723,,5.4308,
2007,10,2,3,0.0625,,0,100,,10,,2.33,,57.1,,194.45,,19.445,,18.789,,5.9415,
2007,10,2,4,0.0625,,0,100,,15,,4.13,,64.91,,372.03,,24.802,,18.051,,4.6608,
2007,10,2,5,0.0625,,0,100,,19,,2.33,,111.46,,563.71,,29.669,,30.045,,6.8929,
2007,10,2,6,0.0625,,0,100,,10,,2.33,,111.46,,233.66,,23.366,,32.137,,10.1626,
2007,10,2,7,0.0625,,0,100,,14,,9.24,,157.63,,604.99,,43.214,,40.735,,10.8868,
2007,10,2,8,0.0625,,0,100,,12,,20.68,,170.42,,1244.7,,103.725,,54.512,,15.7361,
2007,10,3,1,0.0625,,0,100,,27,,1.01,,36.18,,730.22,,27.045,,11.045,,2.1257,
2007,10,3,2,0.0625,,0,100,,27,,25.85,,57.1,,911.85,,33.772,,5.967,,1.1483,
2007,10,3,3,0.0625,,0,100,,28,,2.74,,40.6,,592.26,,21.152,,11.88,,2.2452,
2007,10,3,4,0.0625,,0,100,,36,,1.01,,31.92,,841.02,,23.362,,7.57,,1.2616,
2007,10,3,5,0.0625,,0,100,,53,,20.18,,40.6,,1641.56,,30.973,,5.49,,0.7541,
2007,10,3,6,0.0625,,0,100,,17,,4.92,,40.6,,489.33,,28.784,,9.481,,2.2995,
2007,10,3,7,0.0625,,0,100,,17,,8.81,,40.6,,550.38,,32.375,,10.587,,2.5678,
2007,10,3,8,0.0625,,0,100,,23,,11.77,,101.16,,862.72,,37.51,,15.658,,3.2648,
2008,1,1,1,0.25,,0,100,,15,,6.01,,40.49,,264.75,,17.65,,9,,2.3238,
2008,1,1,4,0.25,,0,100,,23,,3.38,,92.17,,903.7,,39.291,,28.391,,5.9199,
2008,1,1,12,0.25,,0,100,,27,,2.01,,76.57,,624.11,,23.115,,14.423,,2.7756,
